step,time,phase,dt,translation_step_um,t1_base_x,t1_ctrl_x,t1_lag_x,t1_base_trans_delta_m,t1_base_rot_delta_rad,t1_strain_err_max,t1_strain_err_mean,t1_kappa_mean_curved_1pm,t1_kappa_rest_mean_curved_1pm,t1_kappa_rel_error,t1_frame_delta_max_m,t1_frame_delta_mean_m,t2_base_x,t2_ctrl_x,t2_lag_x,t2_advance_m,estimated_protrusion_m,t2_strain_err_max_all,t2_strain_err_mean_all,t2_strain_err_max_protruded,t2_strain_err_mean_protruded,t2_kappa_mean_protruded_curved_1pm,t2_kappa_rest_mean_protruded_curved_1pm,t2_kappa_rel_err_exposed_curved,t2_tip_x,t2_tip_y,t2_tip_z,contact_pairs,active_like_pairs,min_gap,max_gap,mean_gap,gap_sign,activation_tolerance,active_impulse_pairs,normal_impulse_sum,normal_impulse_max,normal_force_sum_N,normal_force_max_N
4620,7.016,control,0.001,50,-5.19462229e-10,0,5.19462229e-10,5.20746497e-10,0,0.195376179,0.100797487,8.37235308,8.33333333,0.46823701,0.000968416574,0.000218722269,-0.109999999,-0.11,-5.19453772e-10,0.0500000005,0.050000001,16.9163601,5.92552514,0.401186021,0.213467287,16.6753468,16.6666667,0.0520806147,0.205150861,0.0276900584,0.025057681,32,24,-3.2098165e-07,0.000562059225,7.24836418e-05,-1,0.0001,24,0.00147664887,0.000419936495,1.47664887,0.419936495
4640,7.036,control,0.001,50,-5.46532702e-10,0,5.46532702e-10,5.47742931e-10,0,0.195823499,0.101264495,8.37123741,8.33333333,0.454848954,0.000968840552,0.000218609871,-0.109999999,-0.11,-5.46524326e-10,0.0500000005,0.0500000011,16.9575557,5.88039878,0.358954067,0.190328446,16.6758262,16.6666667,0.054957255,0.205214321,0.0272314474,0.0254007775,32,25,-3.43327307e-07,0.000563891562,7.25019211e-05,-1,0.0001,25,0.00148390485,0.000423166756,1.48390485,0.423166756
4660,7.056,control,0.001,50,-5.72937187e-10,0,5.72937187e-10,5.74088553e-10,0,0.196192757,0.101740017,8.37000309,8.33333333,0.440037041,0.00096914407,0.000218473243,-0.109999999,-0.11,-5.72928691e-10,0.0500000006,0.0500000011,16.9857924,5.83466598,0.315357677,0.166552645,16.6759765,16.6666667,0.0558591008,0.205283687,0.0267399371,0.0257500132,32,25,-3.64312939e-07,0.000565728786,7.28828424e-05,-1,0.0001,25,0.00150137381,0.000434151562,1.50137381,0.434151562
4680,7.076,control,0.001,50,-5.96102014e-10,0,5.96102014e-10,5.97210564e-10,0,0.196583225,0.102241274,8.3686171,8.33333333,0.423405219,0.000969382583,0.000218307698,-0.109999999,-0.11,-5.96093938e-10,0.0500000006,0.0500000012,17.0160062,5.78883132,0.271039751,0.142531438,16.6759806,16.6666667,0.0558838874,0.20535762,0.026227766,0.0260960085,32,25,-3.75842615e-07,0.000567385954,7.32153006e-05,-1,0.0001,25,0.00152047269,0.000439370158,1.52047269,0.439370158
4700,7.096,control,0.001,50,-6.18519768e-10,0,6.18519768e-10,6.19595505e-10,0,0.19698815,0.102769203,8.36710145,8.33333333,0.405217365,0.000969617466,0.000218123041,-0.109999999,-0.11,-6.18512214e-10,0.0500000006,0.0500000012,17.0459795,5.7433221,0.226296077,0.118506311,16.6759796,16.6666667,0.0558778167,0.205435215,0.0257022795,0.0264331971,32,25,-3.88639058e-07,0.000568931319,7.34933382e-05,-1,0.0001,25,0.00152754508,0.000446247996,1.52754508,0.446247996
4720,7.116,control,0.001,50,-6.41734088e-10,0,6.41734088e-10,6.4278384e-10,0,0.197387737,0.103311349,8.36548414,8.33333333,0.385809713,0.000969980711,0.000217965167,-0.109999999,-0.11,-6.41727185e-10,0.0500000006,0.0500000013,17.076177,5.69836172,0.181386482,0.094555235,16.6759255,16.6666667,0.0555531026,0.205515768,0.0251687037,0.0267579709,32,25,-3.99807548e-07,0.000571499995,7.37962843e-05,-1,0.0001,25,0.00152047589,0.000447570369,1.52047589,0.447570369
4740,7.136,control,0.001,50,-6.61924558e-10,0,6.61924558e-10,6.62955292e-10,0,0.19778003,0.103850279,8.36378198,8.33333333,0.365383766,0.000970568464,0.000217869979,-0.109999999,-0.11,-6.61918409e-10,0.0500000007,0.0500000013,17.1140974,5.65395426,0.136760385,0.0708461373,16.675712,16.6666667,0.0542720121,0.205598336,0.0246317492,0.0270679985,32,25,-4.09738123e-07,0.000576530443,7.42718231e-05,-1,0.0001,25,0.00153524259,0.000452820576,1.53524259,0.452820576
4760,7.156,control,0.001,50,-6.81187368e-10,0,6.81187368e-10,6.8220055e-10,0,0.19819471,0.104384929,8.36200577,8.33333333,0.344069295,0.000971129105,0.000217767379,-0.109999999,-0.11,-6.8118193e-10,0.0500000007,0.0500000014,17.1528182,5.61043334,0.0930294571,0.0477284906,16.675397,16.6666667,0.0523821138,0.205682087,0.024097533,0.0273602702,32,25,-4.15922957e-07,0.000581443859,7.47271875e-05,-1,0.0001,25,0.00154246797,0.000459519554,1.54246797,0.459519554
4780,7.176,control,0.001,50,-7.09208968e-10,0,7.09208968e-10,7.10197287e-10,0,0.198698391,0.104910342,8.36018153,8.33333333,0.322178411,0.000971546646,0.000217629215,-0.109999999,-0.11,-7.09204306e-10,0.0500000007,0.0500000014,17.1946301,5.56826021,0.0512307488,0.0260251069,16.6749385,16.6666667,0.0496312656,0.205766213,0.0235709235,0.0276330477,32,25,-4.14457675e-07,0.000584604281,7.50340937e-05,-1,0.0001,25,0.00155201921,0.000464291885,1.55201921,0.464291885
4800,7.196,control,0.001,50,-7.40155506e-10,0,7.40155506e-10,7.41119989e-10,0,0.199250754,0.105419383,8.35833068,8.33333333,0.299968125,0.000971846439,0.000217460887,-0.109999999,-0.11,-7.40151704e-10,0.0500000007,0.0500000015,17.2395434,5.52849916,0.0187422658,0.01169862,16.6743153,16.6666667,0.0458916029,0.205849904,0.0230552739,0.0278859371,32,25,-4.08621677e-07,0.000586600008,7.52084271e-05,-1,0.0001,25,0.00157476753,0.000473030206,1.57476753,0.473030206
4820,7.216,control,0.001,50,-7.63760962e-10,0,7.63760962e-10,7.64708179e-10,0,0.199786103,0.105914074,8.35647408,8.33333333,0.277688907,0.000972116304,0.000217276263,-0.109999999,-0.11,-7.63757682e-10,0.0500000008,0.0500000015,17.2846264,5.49417123,0.0392899423,0.0237818733,16.6738533,16.6666667,0.0431198306,0.205932865,0.0225530691,0.0281188874,32,25,-4.08681426e-07,0.000588256311,7.53562097e-05,-1,0.0001,25,0.00157990244,0.000477813043,1.57990244,0.477813043
4840,7.236,control,0.001,50,-7.72713496e-10,0,7.72713496e-10,7.73655899e-10,0,0.200191845,0.106401715,8.35464008,8.33333333,0.255680994,0.00097239435,0.000217090894,-0.109999999,-0.11,-7.72710396e-10,0.0500000008,0.0500000015,17.3150598,5.46273149,0.0752595998,0.0434730859,16.6741008,16.6666667,0.0446046244,0.206016028,0.0220662219,0.0283310853,32,25,-4.06141551e-07,0.000589019647,7.54238213e-05,-1,0.0001,25,0.00159497967,0.000484074854,1.59497967,0.484074854
4860,7.256,control,0.001,50,-7.73096539e-10,0,7.73096539e-10,7.74039119e-10,0,0.200501332,0.106869891,8.35282512,8.33333333,0.233901471,0.000972649673,0.000216900606,-0.109999999,-0.11,-7.73093797e-10,0.0500000008,0.0500000015,17.3336576,5.4330752,0.111892365,0.063124876,16.6742987,16.6666667,0.0457922409,0.206099226,0.0215963731,0.0285228084,32,25,-3.96533021e-07,0.000589445989,7.54801063e-05,-1,0.0001,25,0.00160672758,0.000489119426,1.60672758,0.489119426
4880,7.276,control,0.001,50,-7.69300183e-10,0,7.69300183e-10,7.70246272e-10,0,0.200747416,0.107305644,8.35102077,8.33333333,0.212249238,0.000972762296,0.000216668268,-0.109999999,-0.11,-7.69298097e-10,0.0500000008,0.0500000015,17.3462272,5.40506885,0.14626805,0.0816292688,16.6739306,16.6666667,0.0435835988,0.206181169,0.0211468008,0.0286947179,32,25,-3.81585514e-07,0.00058990044,7.55464689e-05,-1,0.0001,25,0.00161760966,0.000493572343,1.61760966,0.493572343
4900,7.296,control,0.001,50,-7.62843176e-10,0,7.62843176e-10,7.63795768e-10,0,0.200945989,0.107705046,8.34923466,8.33333333,0.190815881,0.000972669002,0.000216375452,-0.109999999,-0.11,-7.62841915e-10,0.0500000008,0.0500000015,17.3552352,5.37876233,0.177825349,0.0986010726,16.6730324,16.6666667,0.038194604,0.206260545,0.0207211574,0.0288475643,32,25,-3.57514913e-07,0.000590187172,7.55957895e-05,-1,0.0001,25,0.00162707452,0.000497764059,1.62707452,0.497764059
4920,7.316,control,0.001,50,-7.51112681e-10,0,7.51112681e-10,7.52076277e-10,0,0.201115402,0.108067175,8.34748704,8.33333333,0.169844527,0.000972384818,0.000216024438,-0.109999999,-0.11,-7.51112381e-10,0.0500000008,0.0500000015,17.3624341,5.35420781,0.206327973,0.113880631,16.671714,16.6666667,0.0302839455,0.206336164,0.0203225257,0.0289824616,32,24,-3.35514099e-07,0.000590312249,7.56268999e-05,-1,0.0001,24,0.00163321716,0.000500504265,1.63321716,0.500504265
4940,7.336,control,0.001,50,-7.35644906e-10,0,7.35644906e-10,7.36622838e-10,0,0.201265384,0.108391047,8.34580022,8.33333333,0.149602671,0.000971977438,0.000215639769,-0.109999999,-0.11,-7.35645544e-10,0.0500000007,0.0500000015,17.3688884,5.33143462,0.231751078,0.127460784,16.6701178,16.6666667,0.0207070043,0.206407093,0.0199527466,0.0291009285,32,24,-3.09570906e-07,0.000590484827,7.56482178e-05,-1,0.0001,24,0.00163829172,0.000503020466,1.63829172,0.503020466
4960,7.356,control,0.001,50,-7.22820742e-10,0,7.22820742e-10,7.23811729e-10,0,0.201399876,0.108678379,8.3441935,8.33333333,0.130321986,0.000971556578,0.000215265786,-0.109999999,-0.11,-7.22822247e-10,0.0500000007,0.0500000014,17.3745588,5.31048025,0.254170808,0.13941647,16.6684518,16.6666667,0.010710644,0.206472782,0.0196122885,0.0292046635,32,24,-2.89495566e-07,0.000590890496,7.57140317e-05,-1,0.0001,24,0.00164246079,0.000505012642,1.64246079,0.505012642
4980,7.376,control,0.001,50,-7.17031457e-10,0,7.17031457e-10,7.18029541e-10,0,0.201509617,0.108932957,8.34266837,8.33333333,0.112020439,0.000971184293,0.000214930111,-0.109999999,-0.11,-7.17033752e-10,0.0500000007,0.0500000014,17.3786433,5.29142958,0.273692194,0.149818783,16.666909,16.6666667,0.00145385592,0.206532857,0.0193020757,0.0292949059,32,24,-2.64176356e-07,0.000591324154,7.57501152e-05,-1,0.0001,24,0.00164763279,0.000507221744,1.64763279,0.507221744
5000,7.396,control,0.001,50,-7.10756734e-10,0,7.10756734e-10,7.11762973e-10,0,0.201600616,0.109161205,8.34122657,8.33333333,0.0947187846,0.00097085694,0.000214628204,-0.109999999,-0.11,-7.10759701e-10,0.0500000007,0.0500000014,17.3807791,5.27440097,0.290476367,0.158736392,16.6656009,16.6666667,0.00639478618,0.206587115,0.0190235903,0.0293723363,32,24,-2.36830826e-07,0.000591488482,7.57631376e-05,-1,0.0001,24,0.0016510373,0.000508710272,1.6510373,0.508710272
5020,7.416,control,0.001,50,-7.027429e-10,0,7.027429e-10,7.03758553e-10,0,0.201684105,0.109362572,8.33987719,8.33333333,0.0785262292,0.000970591741,0.000214361379,-0.109999999,-0.11,-7.02746569e-10,0.0500000007,0.0500000014,17.3821241,5.25941073,0.304643226,0.166227282,16.6644141,16.6666667,0.0135152594,0.206635258,0.0187775942,0.0294379362,32,24,-2.0806424e-07,0.000591601347,7.57730616e-05,-1,0.0001,24,0.00165318242,0.000509692411,1.65318242,0.509692411
5040,7.436,control,0.001,50,-6.8797469e-10,0,6.8797469e-10,6.89007741e-10,0,0.201758042,0.109538024,8.33862637,8.33333333,0.0635164362,0.000970361775,0.000214119426,-0.109999999,-0.11,-6.87978882e-10,0.0500000007,0.0500000014,17.3827497,5.24649501,0.316334832,0.172371241,16.6633855,16.6666667,0.0196870432,0.206677103,0.018564749,0.0294924958,32,24,-1.7887294e-07,0.000591682204,7.57761919e-05,-1,0.0001,24,0.00165499755,0.000510440446,1.65499755,0.510440446
5060,7.456,control,0.001,50,-6.68709818e-10,0,6.68709818e-10,6.69765525e-10,0,0.201821894,0.109687638,8.33748286,8.33333333,0.0497942834,0.000970156362,0.000213899316,-0.109999999,-0.11,-6.68714542e-10,0.0500000007,0.0500000013,17.3826705,5.23568287,0.325711039,0.177264223,16.6625107,16.6666667,0.0249356764,0.206712588,0.0183853418,0.0295367326,32,24,-1.49166601e-07,0.000591718715,7.57768018e-05,-1,0.0001,24,0.00165543957,0.000510609272,1.65543957,0.510609272
5080,7.476,control,0.001,50,-6.50101054e-10,0,6.50101054e-10,6.51179565e-10,0,0.201875484,0.109810795,8.33645166,8.33333333,0.0374198925,0.000970003217,0.000213713389,-0.109999999,-0.11,-6.50106122e-10,0.0500000007,0.0500000013,17.3820958,5.22696554,0.332886103,0.180976138,16.6617727,16.6666667,0.0293639101,0.20674166,0.0182394344,0.0295713793,32,24,-1.1935259e-07,0.000591844789,7.5787394e-05,-1,0.0001,24,0.00165497415,0.000510190519,1.65497415,0.510190519
5100,7.496,control,0.001,50,-6.3239408e-10,0,6.3239408e-10,6.3349623e-10,0,0.201913824,0.109909233,8.3355358,8.33333333,0.0264295821,0.000969893042,0.000213562424,-0.109999999,-0.11,-6.32399494e-10,0.0500000006,0.0500000013,17.3804828,5.22036239,0.337993116,0.183584268,16.6612171,16.6666667,0.0326976554,0.206764405,0.0181270074,0.0295969109,32,24,-8.98932303e-08,0.000591925072,7.57942151e-05,-1,0.0001,24,0.00165563232,0.000510483368,1.65563232,0.510483368
5120,7.516,control,0.001,50,-6.14869409e-10,0,6.14869409e-10,6.15996008e-10,0,0.201938837,0.109983874,8.33473877,8.33333333,0.0168652456,0.000969810966,0.00021344073,-0.109999999,-0.11,-6.14875081e-10,0.0500000006,0.0500000012,17.3778942,5.21587327,0.34114951,0.185154528,16.6608046,16.6666667,0.0351726828,0.20678093,0.0180478518,0.0296137063,32,24,-7.52176767e-08,0.000591874983,7.57820686e-05,-1,0.0001,24,0.00165359321,0.00050934572,1.65359321,0.50934572
5140,7.536,control,0.001,50,-6.10139681e-10,0,6.10139681e-10,6.1127369e-10,0,0.201941079,0.110036588,8.33405564,8.33333333,0.00866770831,0.00096986681,0.000213389892,-0.109999999,-0.11,-6.1014549e-10,0.0500000006,0.0500000012,17.3747123,5.21350203,0.342390317,0.185691417,16.6607966,16.6666667,0.0352203073,0.206791362,0.0180033333,0.0296215926,32,24,-7.51948233e-08,0.000591974771,7.57637708e-05,-1,0.0001,24,0.00165246253,0.00051099161,1.65246253,0.51099161
5160,7.556,control,0.001,50,-6.30776661e-10,0,6.30776661e-10,6.31882461e-10,0,0.201886567,0.110060939,8.33356209,8.33333333,0.00274502135,0.000970160898,0.000213479354,-0.109999999,-0.11,-6.30782135e-10,0.0500000006,0.0500000013,17.3680602,5.21328844,0.341926048,0.185364842,16.6613063,16.6666667,0.0321623471,0.206797082,0.0179902348,0.0296204369,32,24,-9.52358983e-08,0.000591941104,7.57690238e-05,-1,0.0001,24,0.00165134366,0.000508399868,1.65134366,0.508399868
5180,7.576,control,0.001,50,-4.72953174e-10,0,4.72953174e-10,4.74335028e-10,0,0.20172389,0.110059399,8.33437065,8.33333333,0.0124477786,0.000970668902,0.000213614971,-0.11,-0.11,-4.72952233e-10,0.0500000005,0.0500000009,17.3417181,5.21478656,0.339771171,0.185549332,16.6658233,16.6666667,0.00506018571,0.206811516,0.0179478788,0.0296180809,32,24,-1.63347822e-07,0.00059108488,7.60777023e-05,-1,0.0001,24,0.00166386928,0.000518050797,1.66386928,0.518050797
5200,7.596,control,0.001,50,-2.97596259e-10,0,2.97596259e-10,2.99626643e-10,0,0.201547582,0.109990037,8.33531863,8.33333333,0.023823619,0.000971336358,0.000213850933,-0.11,-0.11,-2.97593672e-10,0.0500000003,0.0500000006,17.3094945,5.21805965,0.334020523,0.185329127,16.6701036,16.6666667,0.020621834,0.206837816,0.0178733871,0.0296124724,32,24,-7.95647485e-08,0.000590046075,7.64919472e-05,-1,0.0001,24,0.00163816684,0.000508509442,1.63816684,0.508509442
5220,7.616,control,0.001,50,-1.55658924e-10,0,1.55658924e-10,1.59270372e-10,0,0.201450278,0.109840398,8.33584852,8.33333333,0.0301822596,0.000971346637,0.000213787375,-0.11,-0.11,-1.55657626e-10,0.0500000002,0.0500000003,17.2886205,5.22220374,0.317135148,0.177815203,16.6708397,16.6666667,0.0250381423,0.206863437,0.0178108949,0.0296011957,32,24,-8.42797935e-08,0.000589635578,7.67797239e-05,-1,0.0001,24,0.00164203239,0.000508533703,1.64203239,0.508533703
5240,7.636,control,0.001,50,-5.16206406e-11,0,5.16206406e-11,6.12231846e-11,0,0.201331909,0.109647186,8.33603326,8.33333333,0.0323991623,0.000970856149,0.000213465546,-0.11,-0.11,-5.16216236e-11,0.0500000001,0.0500000001,17.272576,5.22748268,0.294583019,0.164621697,16.6693197,16.6666667,0.0159182391,0.206883439,0.0177818061,0.0295820974,32,24,-8.48439208e-08,0.000589339254,7.69526897e-05,-1,0.0001,24,0.00164424843,0.000508070695,1.64424843,0.508070695
5260,7.656,control,0.001,50,1.32215181e-11,0,-1.32215181e-11,3.50026229e-11,0,0.201188321,0.109424516,8.33600578,8.33333333,0.032069309,0.000969978707,0.000213008332,-0.11,-0.11,1.3217899e-11,0.05,0.05,17.2592707,5.23419562,0.272756646,0.15024513,16.666003,16.6666667,0.0039821365,0.206893829,0.0177979164,0.029555839,32,24,-8.73590122e-08,0.000589096187,7.70334899e-05,-1,0.0001,24,0.00164302333,0.000506440754,1.64302333,0.506440754
5280,7.676,control,0.001,50,4.84239827e-11,0,-4.84239827e-11,5.81138234e-11,0,0.201034413,0.109193026,8.3358963,8.33333333,0.0307556352,0.000968955162,0.00021256282,-0.11,-0.11,4.84181029e-11,0.05,0.0499999999,17.2485651,5.2425579,0.255044711,0.13791616,16.662058,16.6666667,0.0276522815,0.206892702,0.017863189,0.0295231387,32,24,-9.17363282e-08,0.000588908696,7.70433463e-05,-1,0.0001,24,0.00165449262,0.000507812127,1.65449262,0.507812127
5300,7.696,control,0.001,50,7.47015595e-11,0,-7.47015595e-11,8.12339791e-11,0,0.200862123,0.108973051,8.33580848,8.33333333,0.0297018166,0.000968006027,0.000212222734,-0.11,-0.11,7.46941259e-11,0.0499999999,0.0499999999,17.2374781,5.2525594,0.241489436,0.128581003,16.6586213,16.6666667,0.0482722018,0.206880324,0.0179752258,0.0294841594,32,24,-9.8136679e-08,0.000588729981,7.70020445e-05,-1,0.0001,24,0.00163850648,0.000500837493,1.63850648,0.500837493
5320,7.716,control,0.001,50,1.02155635e-10,0,-1.02155635e-10,1.06957478e-10,0,0.200676924,0.108786185,8.33576638,8.33333333,0.0291965051,0.000967307384,0.000212025851,-0.11,-0.11,1.0214736e-10,0.0499999999,0.0499999998,17.2240633,5.26413889,0.230755883,0.121652836,16.6566329,16.6666667,0.0602023719,0.206858367,0.0181316915,0.0294376072,32,24,-9.82249284e-08,0.0005884753,7.69133551e-05,-1,0.0001,24,0.00165159074,0.000499984084,1.65159074,0.499984084
5340,7.736,control,0.001,50,1.21875978e-10,0,-1.21875978e-10,1.25888376e-10,0,0.200495281,0.108620161,8.33586624,8.33333333,0.0303948544,0.000966895903,0.000211970381,-0.11,-0.11,1.21867669e-10,0.0499999999,0.0499999998,17.2095808,5.276888,0.220506884,0.115758637,16.6559106,16.6666667,0.0645361822,0.206828706,0.0183240031,0.029383444,32,24,-1.16679116e-07,0.000588201742,7.67851614e-05,-1,0.0001,24,0.00164439413,0.000505200537,1.64439413,0.505200537
5360,7.756,control,0.001,50,1.41081057e-10,0,-1.41081057e-10,1.44526787e-10,0,0.200348212,0.108463749,8.33618658,8.33333333,0.0342389188,0.000966798084,0.000212038205,-0.11,-0.11,1.41073514e-10,0.0499999999,0.0499999997,17.1969686,5.29046734,0.208746959,0.109526765,16.6564675,16.6666667,0.0611948409,0.206794245,0.0185412549,0.0293216803,32,24,-1.19519557e-07,0.000587970872,7.6660343e-05,-1,0.0001,24,0.00164550309,0.000502413421,1.64550309,0.502413421
5380,7.776,control,0.001,50,1.65194744e-10,0,-1.65194744e-10,1.68107497e-10,0,0.200212643,0.108308184,8.33671378,8.33333333,0.040565319,0.000966896256,0.000212170403,-0.11,-0.11,1.65188377e-10,0.0499999998,0.0499999997,17.1837639,5.30473685,0.19537516,0.102596981,16.6580191,16.6666667,0.0518856444,0.206757825,0.0187733825,0.0292528389,32,24,-1.34194712e-07,0.000587734871,7.6561499e-05,-1,0.0001,24,0.00162073772,0.000485734704,1.62073772,0.485734704
5400,7.796,control,0.001,50,1.75290779e-10,0,-1.75290779e-10,1.78022798e-10,0,0.200023224,0.108148538,8.33733657,8.33333333,0.048038893,0.00096712878,0.000212367856,-0.11,-0.11,1.75285661e-10,0.0499999998,0.0499999996,17.166757,5.31974831,0.181779029,0.0956054668,16.6599967,16.6666667,0.040019959,0.206720784,0.0190171631,0.0291770248,32,24,-1.63870125e-07,0.000587418893,7.64555979e-05,-1,0.0001,24,0.00163018276,0.000494948827,1.63018276,0.494948827
5420,7.816,control,0.001,50,1.79186466e-10,0,-1.79186466e-10,1.81853452e-10,0,0.199830192,0.10798197,8.33809282,8.33333333,0.0571137899,0.000967466505,0.000212615699,-0.11,-0.11,1.79182627e-10,0.0499999998,0.0499999996,17.1486578,5.33531841,0.167543216,0.0884154545,16.6619774,16.6666667,0.0281356791,0.20668434,0.0192664429,0.0290948729,32,24,-1.57323304e-07,0.00058714909,7.63654823e-05,-1,0.0001,24,0.00161642654,0.00048897439,1.61642654,0.48897439
5440,7.836,control,0.001,50,1.7869388e-10,0,-1.7869388e-10,1.81368238e-10,0,0.199630878,0.10780046,8.33897897,8.33333333,0.0677476094,0.000967790208,0.000212870244,-0.11,-0.11,1.78691228e-10,0.0499999998,0.0499999996,17.129864,5.35126753,0.152561985,0.0809413796,16.6637458,16.6666667,0.0175252596,0.206649323,0.0195159834,0.02900779,32,24,-1.58739516e-07,0.00058688364,7.6293776e-05,-1,0.0001,24,0.00163225694,0.000497250309,1.63225694,0.497250309
5460,7.856,control,0.001,50,1.69000041e-10,0,-1.69000041e-10,1.71840459e-10,0,0.199425563,0.107597839,8.33996749,8.33333333,0.0796098626,0.000968076811,0.000213128681,-0.11,-0.11,1.68998454e-10,0.0499999998,0.0499999997,17.110811,5.36741976,0.136873611,0.073144289,16.665065,16.6666667,0.00961006553,0.206616137,0.0197614202,0.0289174413,32,24,-1.52129698e-07,0.000586666201,7.6255964e-05,-1,0.0001,24,0.00162675055,0.000497437999,1.62675055,0.497437999
5480,7.876,control,0.001,50,1.52965282e-10,0,-1.52965282e-10,1.56126095e-10,0,0.199217365,0.107383869,8.34100202,8.33333333,0.0920242021,0.000968355794,0.000213390896,-0.11,-0.11,1.52964516e-10,0.0499999998,0.0499999997,17.0915817,5.38369785,0.120382553,0.0648943716,16.6661101,16.6666667,0.00333956888,0.206584833,0.0200022408,0.0288244908,32,24,-1.5348269e-07,0.00058646305,7.62298391e-05,-1,0.0001,24,0.00160866994,0.000493051314,1.60866994,0.493051314
5500,7.896,control,0.001,50,1.23362732e-10,0,-1.23362732e-10,1.2732266e-10,0,0.198995022,0.107158575,8.34204069,8.33333333,0.104488281,0.000968639855,0.00021366681,-0.11,-0.11,1.23362473e-10,0.0499999999,0.0499999998,17.07238,5.39994798,0.102994556,0.0559747552,16.6666692,16.6666667,1.53037273e-05,0.206554987,0.0202389702,0.0287294651,32,24,-1.52379557e-07,0.000586280126,7.62137404e-05,-1,0.0001,24,0.00160723885,0.000492614165,1.60723885,0.492614165
5520,7.916,control,0.001,50,7.90642431e-11,0,-7.90642431e-11,8.52476648e-11,0,0.198748302,0.106920399,8.34306487,8.33333333,0.11677846,0.000968902353,0.000213951672,-0.11,-0.11,7.90642274e-11,0.0499999999,0.0499999998,17.053246,5.41600825,0.0848626525,0.0463580964,16.6666401,16.6666667,0.000159196133,0.206525962,0.0204717694,0.0286332047,32,24,-1.5036912e-07,0.000586116461,7.62046615e-05,-1,0.0001,24,0.00160113629,0.000490431517,1.60113629,0.490431517
5540,7.936,control,0.001,50,2.75824563e-11,0,-2.75824563e-11,4.24783387e-11,0,0.198485768,0.106675218,8.34406459,8.33333333,0.128775135,0.000969118227,0.00021422766,-0.11,-0.11,2.75825196e-11,0.05,0.0499999999,17.0342118,5.43176885,0.0663328036,0.0361946752,16.6661911,16.6666667,0.00285336128,0.206497173,0.0207007306,0.0285364992,32,24,-1.45446743e-07,0.000585960753,7.61989663e-05,-1,0.0001,24,0.00159591612,0.000488104508,1.59591612,0.488104508
5560,7.956,control,0.001,50,-2.51174111e-11,0,2.51174111e-11,4.12730936e-11,0,0.198217624,0.106428479,8.34503564,8.33333333,0.140427702,0.000969280173,0.000214484835,-0.11,-0.11,-2.51173943e-11,0.05,0.0500000001,17.0155027,5.44714477,0.0480375909,0.0257409678,16.6654989,16.6666667,0.00700666742,0.206468209,0.0209257771,0.0284400523,32,24,-1.38866855e-07,0.000585800089,7.61908274e-05,-1,0.0001,24,0.00159089464,0.000485808222,1.59089464,0.485808222
5580,7.976,control,0.001,50,-7.67913684e-11,0,7.67913684e-11,8.36581804e-11,0,0.197951086,0.106184626,8.34597644,8.33333333,0.151717289,0.000969404404,0.000214725583,-0.11,-0.11,-7.67914204e-11,0.0500000001,0.0500000002,16.9972801,5.46208317,0.0313311409,0.0153696832,16.6647467,16.6666667,0.0115198291,0.206438866,0.0211465441,0.0283445093,32,24,-1.32372185e-07,0.000585630981,7.61776128e-05,-1,0.0001,24,0.00158655574,0.000483603487,1.58655574,0.483603487
5600,7.996,control,0.001,50,-1.27888125e-10,0,1.27888125e-10,1.32237833e-10,0,0.197690565,0.10594705,8.34688769,8.33333333,0.162652223,0.000969522203,0.000214960008,-0.11,-0.11,-1.27888228e-10,0.0500000001,0.0500000003,16.9796467,5.47663437,0.0207775819,0.00606923121,16.6640708,16.6666667,0.0155753669,0.206409154,0.0213623041,0.0282504792,32,24,-1.25610513e-07,0.000585450399,7.61577675e-05,-1,0.0001,24,0.00158130678,0.00048130903,1.58130678,0.48130903
5620,8.016,control,0.001,50,-1.78946307e-10,0,1.78946307e-10,1.82164198e-10,0,0.197441135,0.105717992,8.34777036,8.33333333,0.17324438,0.000969656007,0.000215195077,-0.11,-0.11,-1.78946455e-10,0.0500000002,0.0500000004,16.9628477,5.49227702,0.0249890642,0.00833448222,16.6635266,16.6666667,0.0188406885,0.206379211,0.0215719898,0.0281586199,32,24,-1.18913579e-07,0.000585251338,7.61296361e-05,-1,0.0001,24,0.00158207987,0.000480076962,1.58207987,0.480076962
5640,8.036,control,0.001,50,-2.31383559e-10,0,2.31383559e-10,2.33951271e-10,0,0.197206362,0.105501373,8.34861871,8.33333333,0.183424563,0.000969834852,0.000215439554,-0.11,-0.11,-2.31383648e-10,0.0500000002,0.0500000005,16.9471528,5.50826262,0.0385038988,0.0176253385,16.6632024,16.6666667,0.0207854577,0.206349274,0.0217747026,0.0280694329,32,24,-1.16261815e-07,0.000585042416,7.60898261e-05,-1,0.0001,24,0.0015749485,0.000477949396,1.5749485,0.477949396
5660,8.056,control,0.001,50,-2.87713847e-10,0,2.87713847e-10,2.89845551e-10,0,0.196981925,0.105301678,8.34943013,8.33333333,0.193161603,0.000970109761,0.000215711829,-0.11,-0.11,-2.87713783e-10,0.0500000003,0.0500000006,16.9321799,5.52349747,0.0538810415,0.0268980466,16.6632003,16.6666667,0.0207982283,0.206319797,0.0219696235,0.0279831683,32,24,-1.20338571e-07,0.00058477583,7.60334563e-05,-1,0.0001,24,0.00157686409,0.000476103923,1.57686409,0.476103923
