step,time,phase,dt,translation_step_um,t1_base_x,t1_ctrl_x,t1_lag_x,t1_base_trans_delta_m,t1_base_rot_delta_rad,t1_strain_err_max,t1_strain_err_mean,t1_kappa_mean_curved_1pm,t1_kappa_rest_mean_curved_1pm,t1_kappa_rel_error,t1_frame_delta_max_m,t1_frame_delta_mean_m,t2_base_x,t2_ctrl_x,t2_lag_x,t2_advance_m,estimated_protrusion_m,t2_strain_err_max_all,t2_strain_err_mean_all,t2_strain_err_max_protruded,t2_strain_err_mean_protruded,t2_kappa_mean_protruded_curved_1pm,t2_kappa_rest_mean_protruded_curved_1pm,t2_kappa_rel_err_exposed_curved,t2_tip_x,t2_tip_y,t2_tip_z,contact_pairs,active_like_pairs,min_gap,max_gap,mean_gap,gap_sign,activation_tolerance,active_impulse_pairs,normal_impulse_sum,normal_impulse_max,normal_force_sum_N,normal_force_max_N
20,0.1,initializing,0.005,50,-1.52453928e-09,0,1.52453928e-09,1.52862296e-09,0,0.121754174,0.0858074647,8.37434056,8.33333333,0.492086661,0.00122446999,0.000376839664,-0.159999998,-0.16,-1.52444482e-09,1.52444482e-09,3.0489841e-09,16.8866927,6.55885103,0,0,0,0,0,0.169257056,0.00583167211,-0,31,17,-1.40951166e-06,0.000797508852,0.000168673215,-1,0.0001,17,0.00647214624,0.00171410742,1.29442925,0.342821485
40,0.2,initializing,0.005,50,-1.69509824e-09,0,1.69509824e-09,1.69884726e-09,0,0.169968765,0.124835079,8.39317418,8.33333333,0.718090131,0.00179529546,0.00055782465,-0.159999998,-0.16,-1.69505746e-09,1.69505746e-09,3.39015569e-09,16.7196499,6.48739241,0,0,0,0,0,0.169197962,0.00639512491,-0,31,22,4.68357841e-08,0.000773302001,0.000150227921,-1,0.0001,21,0.00667729364,0.0017084427,1.33545873,0.341688539
60,0.3,initializing,0.005,50,-1.53440132e-09,0,1.53440132e-09,1.5382856e-09,0,0.185290232,0.137385543,8.3996969,8.33333333,0.79636275,0.00197188055,0.000611962732,-0.159999998,-0.16,-1.53438431e-09,1.53438431e-09,3.06878564e-09,16.6115589,6.46283359,0,0,0,0,0,0.16917878,0.00656925871,-0,31,22,-7.87300437e-08,0.000755706833,0.000137396938,-1,0.0001,22,0.00665613196,0.00170210539,1.33122639,0.340421078
80,0.4,initializing,0.005,50,-1.70155983e-09,0,1.70155983e-09,1.70510472e-09,0,0.189934461,0.141200022,8.40243419,8.33333333,0.829210227,0.00202251867,0.000626926366,-0.159999998,-0.16,-1.70155284e-09,1.70155284e-09,3.40311268e-09,16.5919677,6.45660634,0,0,0,0,0,0.169174789,0.00661990058,-0,31,22,-4.22279747e-07,0.000758875864,0.00013344241,-1,0.0001,22,0.00660836713,0.00168420754,1.32167343,0.336841508
100,0.5,initializing,0.005,50,-1.93641309e-09,0,1.93641309e-09,1.93962941e-09,0,0.191152389,0.142273538,8.4036718,8.33333333,0.844061568,0.00203541031,0.000630540699,-0.159999998,-0.16,-1.93641034e-09,1.93641034e-09,3.87282343e-09,16.594703,6.45559923,0,0,0,0,0,0.169175121,0.00663315211,-0,31,22,-3.66952988e-07,0.000765493766,0.000133016813,-1,0.0001,22,0.00659407914,0.00167871322,1.31881583,0.335742644
120,0.6,initializing,0.005,50,-2.09007382e-09,0,2.09007382e-09,2.09311925e-09,0,0.191452941,0.142579943,8.40419772,8.33333333,0.850372682,0.00203860169,0.000631364835,-0.159999998,-0.16,-2.09007275e-09,2.09007275e-09,4.18014657e-09,16.5956725,6.45558638,0,0,0,0,0,0.169175733,0.00663656987,-0,31,22,-3.79954478e-07,0.0007694081,0.000133056741,-1,0.0001,22,0.00658647038,0.00168191413,1.31729408,0.336382827
140,0.7,initializing,0.005,50,-2.18633601e-09,0,2.18633601e-09,2.18928804e-09,0,0.191524953,0.142662097,8.40442988,8.33333333,0.853158533,0.00203925796,0.000631514456,-0.159999998,-0.16,-2.18633567e-09,2.18633567e-09,4.37267167e-09,16.5960595,6.45572147,0,0,0,0,0,0.169176176,0.00663736276,-0,31,22,-3.87258527e-07,0.000771536943,0.000133149614,-1,0.0001,22,0.00658182602,0.00168447656,1.3163652,0.336895312
160,0.8,initializing,0.005,50,-2.24593922e-09,0,2.24593922e-09,2.248838e-09,0,0.191524031,0.142679165,8.40453831,8.33333333,0.854459731,0.00203928559,0.000631513336,-0.159999998,-0.16,-2.24593902e-09,2.24593902e-09,4.49187823e-09,16.5962406,6.45583935,0,0,0,0,0,0.169176461,0.00663747123,-0,31,22,-3.91216775e-07,0.000772712606,0.00013322823,-1,0.0001,22,0.00657899824,0.00168594575,1.31579965,0.33718915
180,0.9,initializing,0.005,50,-2.28261223e-09,0,2.28261223e-09,2.28547987e-09,0,0.191509457,0.142679186,8.40459163,8.33333333,0.855099512,0.00203919824,0.000631490567,-0.159999998,-0.16,-2.28261215e-09,2.28261215e-09,4.56522439e-09,16.5963386,6.45591698,0,0,0,0,0,0.169176635,0.00663743119,-0,31,22,-3.93390785e-07,0.000773369218,0.000133282625,-1,0.0001,22,0.00657729164,0.00168678231,1.31545833,0.337356463
200,1,initializing,0.005,50,-2.30499518e-09,0,2.30499518e-09,2.30784439e-09,0,0.19149642,0.142676007,8.40461891,8.33333333,0.855426893,0.00203911827,0.000631472574,-0.159999998,-0.16,-2.30499519e-09,2.30499519e-09,4.60999037e-09,16.5963965,6.45596285,0,0,0,0,0,0.169176738,0.00663737863,-0,31,22,-3.94583039e-07,0.000773737294,0.000133317097,-1,0.0001,22,0.00657627834,0.00168725189,1.31525567,0.337450378
220,1.1,initializing,0.005,50,-2.31851597e-09,0,2.31851597e-09,2.32135425e-09,0,0.191487403,0.142673154,8.40463326,8.33333333,0.855599152,0.00203906428,0.000631461555,-0.159999998,-0.16,-2.31851599e-09,2.31851599e-09,4.63703196e-09,16.596432,6.45598848,0,0,0,0,0,0.169176798,0.00663734037,-0,31,22,-3.95236136e-07,0.00077394339,0.000133337913,-1,0.0001,22,0.00657568463,0.00168751393,1.31513693,0.337502786
240,1.2,initializing,0.005,50,-2.32659818e-09,0,2.32659818e-09,2.32943e-09,0,0.191481735,0.14267119,8.40464097,8.33333333,0.85569159,0.00203903138,0.000631455372,-0.159999998,-0.16,-2.32659816e-09,2.32659816e-09,4.65319635e-09,16.5964538,6.45600241,0,0,0,0,0,0.169176832,0.00663731643,-0,31,22,-3.95595922e-07,0.000774058658,0.00013335014,-1,0.0001,22,0.00657533972,0.00168766032,1.31506794,0.337532064
260,1.3,initializing,0.005,50,-2.33138332e-09,0,2.33138332e-09,2.33421134e-09,0,0.191478329,0.142669961,8.40464516,8.33333333,0.855741899,0.00203901218,0.000631452016,-0.159999998,-0.16,-2.33138331e-09,2.33138331e-09,4.66276663e-09,16.5964671,6.45600987,0,0,0,0,0,0.169176852,0.0066373023,-0,31,22,-3.95795481e-07,0.000774123127,0.000133357209,-1,0.0001,22,0.00657514059,0.00168774229,1.31502812,0.337548458
280,1.4,initializing,0.005,50,-2.33419278e-09,0,2.33419278e-09,2.33701858e-09,0,0.191476331,0.142669226,8.40464746,8.33333333,0.855769559,0.00203900119,0.000631450211,-0.159999998,-0.16,-2.33419281e-09,2.33419281e-09,4.66838559e-09,16.5964751,6.45601386,0,0,0,0,0,0.169176863,0.00663729419,-0,31,22,-3.95906763e-07,0.000774159213,0.000133361257,-1,0.0001,22,0.00657502617,0.00168778829,1.31500523,0.337557659
300,1.5,initializing,0.005,50,-2.33583073e-09,0,2.33583073e-09,2.33865524e-09,0,0.191475175,0.142668797,8.40464874,8.33333333,0.855784879,0.00203899495,0.000631449239,-0.159999998,-0.16,-2.33583075e-09,2.33583075e-09,4.67166148e-09,16.5964798,6.45601599,0,0,0,0,0,0.169176869,0.00663728958,-0,31,22,-3.95969041e-07,0.000774179436,0.000133363562,-1,0.0001,22,0.00657496063,0.00168781416,1.31499213,0.337562831
320,1.6,initializing,0.005,50,-2.33678021e-09,0,2.33678021e-09,2.33960396e-09,0,0.19147451,0.142668549,8.40464945,8.33333333,0.85579341,0.00203899143,0.000631448713,-0.159999998,-0.16,-2.33678021e-09,2.33678021e-09,4.67356042e-09,16.5964826,6.45601714,0,0,0,0,0,0.169176873,0.00663728697,-0,31,22,-3.96004017e-07,0.000774190786,0.000133364871,-1,0.0001,22,0.0065749232,0.00168782872,1.31498464,0.337565743
340,1.7,initializing,0.005,50,-2.3373279e-09,0,2.3373279e-09,2.34015122e-09,0,0.191474131,0.142668407,8.40464985,8.33333333,0.855798179,0.00203898944,0.000631448426,-0.159999998,-0.16,-2.33732791e-09,2.33732791e-09,4.67465582e-09,16.5964842,6.45601775,0,0,0,0,0,0.169176875,0.00663728551,-0,31,22,-3.96023699e-07,0.000774197163,0.000133365613,-1,0.0001,22,0.00657490187,0.00168783692,1.31498037,0.337567384
360,1.8,initializing,0.005,50,-2.33764265e-09,0,2.33764265e-09,2.34046572e-09,0,0.191473914,0.142668326,8.40465007,8.33333333,0.855800853,0.00203898832,0.000631448269,-0.159999998,-0.16,-2.33764264e-09,2.33764264e-09,4.67528528e-09,16.5964851,6.45601809,0,0,0,0,0,0.169176876,0.00663728468,-0,31,22,-3.96034793e-07,0.000774200751,0.000133366033,-1,0.0001,22,0.00657488972,0.00168784155,1.31497794,0.337568311
380,1.9,initializing,0.005,50,-2.33782294e-09,0,2.33782294e-09,2.34064587e-09,0,0.191473792,0.14266828,8.4046502,8.33333333,0.855802356,0.00203898769,0.000631448183,-0.159999998,-0.16,-2.33782294e-09,2.33782294e-09,4.67564588e-09,16.5964857,6.45601827,0,0,0,0,0,0.169176877,0.00663728421,-0,31,22,-3.96041038e-07,0.000774202772,0.00013336627,-1,0.0001,22,0.00657488283,0.00168784416,1.31497657,0.337568833
400,2,initializing,0.005,50,-2.33792592e-09,0,2.33792592e-09,2.34074877e-09,0,0.191473722,0.142668254,8.40465027,8.33333333,0.855803201,0.00203898733,0.000631448135,-0.159999998,-0.16,-2.33792599e-09,2.33792599e-09,4.67585192e-09,16.596486,6.45601837,0,0,0,0,0,0.169176877,0.00663728395,-0,31,22,-3.96044579e-07,0.00077420391,0.000133366405,-1,0.0001,22,0.00657487891,0.00168784564,1.31497578,0.337569127
420,2.1,initializing,0.005,50,-2.33798462e-09,0,2.33798462e-09,2.34080743e-09,0,0.191473682,0.142668239,8.40465031,8.33333333,0.855803677,0.00203898713,0.000631448109,-0.159999998,-0.16,-2.33798461e-09,2.33798461e-09,4.67596923e-09,16.5964862,6.45601843,0,0,0,0,0,0.169176877,0.0066372838,-0,31,22,-3.96046571e-07,0.000774204552,0.000133366481,-1,0.0001,22,0.0065748767,0.00168784647,1.31497534,0.337569293
440,2.2,initializing,0.005,50,-2.33801802e-09,0,2.33801802e-09,2.3408408e-09,0,0.19147366,0.142668231,8.40465033,8.33333333,0.855803945,0.00203898702,0.000631448095,-0.159999998,-0.16,-2.33801795e-09,2.33801795e-09,4.67603596e-09,16.5964863,6.45601846,0,0,0,0,0,0.169176877,0.00663728372,-0,31,22,-3.96047658e-07,0.000774204914,0.000133366523,-1,0.0001,22,0.00657487544,0.00168784694,1.31497509,0.337569387
460,2.3,initializing,0.005,50,-2.33803699e-09,0,2.33803699e-09,2.34085976e-09,0,0.191473647,0.142668226,8.40465034,8.33333333,0.855804097,0.00203898696,0.000631448088,-0.159999998,-0.16,-2.33803693e-09,2.33803693e-09,4.67607393e-09,16.5964863,6.45601848,0,0,0,0,0,0.169176877,0.00663728368,-0,31,22,-3.96048322e-07,0.000774205118,0.000133366548,-1,0.0001,22,0.00657487473,0.0016878472,1.31497495,0.337569441
480,2.4,initializing,0.005,50,-2.33804776e-09,0,2.33804776e-09,2.34087052e-09,0,0.19147364,0.142668224,8.40465035,8.33333333,0.855804182,0.00203898692,0.000631448084,-0.159999998,-0.16,-2.33804776e-09,2.33804776e-09,4.67609552e-09,16.5964864,6.45601848,0,0,0,0,0,0.169176877,0.00663728365,-0,31,22,-3.96048682e-07,0.000774205234,0.000133366561,-1,0.0001,22,0.00657487433,0.00168784735,1.31497487,0.337569471
500,2.5,initializing,0.005,50,-2.33805387e-09,0,2.33805387e-09,2.34087662e-09,0,0.191473636,0.142668222,8.40465035,8.33333333,0.85580423,0.0020389869,0.000631448082,-0.159999998,-0.16,-2.33805386e-09,2.33805386e-09,4.67610773e-09,16.5964864,6.45601849,0,0,0,0,0,0.169176877,0.00663728364,-0,31,22,-3.96048866e-07,0.000774205299,0.000133366569,-1,0.0001,22,0.0065748741,0.00168784744,1.31497482,0.337569487
520,2.6,initializing,0.005,50,-2.33805733e-09,0,2.33805733e-09,2.34088008e-09,0,0.191473634,0.142668221,8.40465035,8.33333333,0.855804258,0.00203898689,0.000631448082,-0.159999998,-0.16,-2.33805736e-09,2.33805736e-09,4.67611469e-09,16.5964864,6.45601849,0,0,0,0,0,0.169176877,0.00663728363,-0,31,22,-3.96048975e-07,0.000774205336,0.000133366574,-1,0.0001,22,0.00657487397,0.00168784748,1.31497479,0.337569497
540,2.7,initializing,0.005,50,-2.33805929e-09,0,2.33805929e-09,2.34088204e-09,0,0.191473632,0.142668221,8.40465036,8.33333333,0.855804273,0.00203898689,0.000631448082,-0.159999998,-0.16,-2.33805927e-09,2.33805927e-09,4.67611856e-09,16.5964864,6.45601849,0,0,0,0,0,0.169176877,0.00663728363,-0,31,22,-3.96049062e-07,0.000774205356,0.000133366576,-1,0.0001,22,0.0065748739,0.00168784751,1.31497478,0.337569502
560,2.8,initializing,0.005,50,-2.3380604e-09,0,2.3380604e-09,2.34088314e-09,0,0.191473632,0.14266822,8.40465036,8.33333333,0.855804282,0.00203898689,0.000631448082,-0.159999998,-0.16,-2.33806041e-09,2.33806041e-09,4.67612081e-09,16.5964864,6.4560185,0,0,0,0,0,0.169176877,0.00663728363,-0,31,22,-3.96049092e-07,0.000774205368,0.000133366577,-1,0.0001,22,0.00657487386,0.00168784753,1.31497477,0.337569505
580,2.9,initializing,0.005,50,-2.33806103e-09,0,2.33806103e-09,2.34088377e-09,0,0.191473631,0.14266822,8.40465036,8.33333333,0.855804287,0.00203898689,0.000631448083,-0.159999998,-0.16,-2.33806099e-09,2.33806099e-09,4.67612202e-09,16.5964864,6.4560185,0,0,0,0,0,0.169176877,0.00663728363,-0,31,22,-3.96049106e-07,0.000774205375,0.000133366578,-1,0.0001,22,0.00657487383,0.00168784754,1.31497477,0.337569507
600,2.996,control,0.001,50,-2.33768006e-09,0,2.33768006e-09,2.3405038e-09,0,0.191473492,0.142671873,8.40465478,8.33333333,0.855857322,0.00203899806,0.000631442208,-0.159999998,-0.16,-2.33768019e-09,2.33768019e-09,4.67536025e-09,16.5966032,6.45604673,0,0,0,0,0,0.169176924,0.00663730503,-0,31,22,-2.78043181e-08,0.000774360168,0.000133531999,-1,0.0001,22,0.000264883063,7.02294593e-05,0.264883063,0.0702294593
620,3.016,control,0.001,50,-2.37492662e-09,0,2.37492662e-09,2.3777356e-09,0,0.191554084,0.142713524,8.40470627,8.33333333,0.856475184,0.00203929513,0.000631465244,-0.159999998,-0.16,-2.37492551e-09,2.37492551e-09,4.74985213e-09,16.5996351,6.45608526,0,0,0,0,0,0.169176948,0.00663761815,-0,31,22,-3.13196863e-08,0.000774667429,0.000133389942,-1,0.0001,22,0.0013127882,0.000337395875,1.3127882,0.337395875
640,3.036,control,0.001,50,-2.39242115e-09,0,2.39242115e-09,2.39521597e-09,0,0.191585066,0.142716671,8.40470834,8.33333333,0.856500073,0.00203940387,0.000631525567,-0.159999998,-0.16,-2.39242015e-09,2.39242015e-09,4.7848413e-09,16.6020482,6.45607647,0,0,0,0,0,0.169177042,0.00663775397,-0,31,22,-2.68804231e-08,0.000775011392,0.000133318608,-1,0.0001,22,0.00131394662,0.000337774518,1.31394662,0.337774518
660,3.056,control,0.001,50,-2.39376478e-09,0,2.39376478e-09,2.39655753e-09,0,0.191598798,0.142712649,8.40470788,8.33333333,0.856494532,0.0020393881,0.000631536368,-0.159999998,-0.16,-2.39376405e-09,2.39376405e-09,4.78752882e-09,16.6036122,6.45610176,0,0,0,0,0,0.169177121,0.00663775995,-0,31,22,-1.04403326e-08,0.000775297043,0.000133302208,-1,0.0001,22,0.00131380951,0.000337860267,1.31380951,0.337860267
680,3.076,control,0.001,50,-2.39393332e-09,0,2.39393332e-09,2.39672423e-09,0,0.191589053,0.142705486,8.40470457,8.33333333,0.85645481,0.00203932638,0.000631529604,-0.159999998,-0.16,-2.39393283e-09,2.39393283e-09,4.78786615e-09,16.6035303,6.45610854,0,0,0,0,0,0.169177147,0.0066377042,-0,31,22,-1.05283591e-08,0.000775357274,0.000133313345,-1,0.0001,22,0.00131400271,0.000337783309,1.31400271,0.337783309
700,3.096,control,0.001,50,-2.39478188e-09,0,2.39478188e-09,2.39757078e-09,0,0.191579229,0.14269805,8.40470287,8.33333333,0.856434438,0.00203924651,0.00063151411,-0.159999998,-0.16,-2.39478143e-09,2.39478143e-09,4.7895633e-09,16.6034562,6.45611729,0,0,0,0,0,0.169177171,0.00663762988,-0,31,22,-1.0741982e-08,0.000775413085,0.000133325579,-1,0.0001,22,0.00131390599,0.000337874622,1.31390599,0.337874622
720,3.116,control,0.001,50,-2.25289402e-09,0,2.25289402e-09,2.2557943e-09,0,0.191600859,0.142675359,8.40458167,8.33333333,0.854980016,0.00203900323,0.000631382492,-0.159993948,-0.15965,0.000343947847,6.05215263e-06,6.05440552e-06,16.6028655,6.45581421,0,0,0,0,0,0.16918263,0.00663881836,-0,31,22,-5.10690721e-08,0.000774041777,0.000133235804,-1,0.0001,22,0.00135419501,0.000362993968,1.35419501,0.362993968
740,3.136,control,0.001,50,-1.53462084e-09,0,1.53462084e-09,1.53836581e-09,0,0.191668683,0.142442876,8.40393489,8.33333333,0.847218736,0.00203587754,0.000630037614,-0.159867002,-0.15865,0.00121700217,0.000132997831,0.000132999365,16.6024519,6.45252772,0,0,0,0,0,0.169302259,0.00666994052,-0,31,22,-7.04614394e-08,0.000767307079,0.000132878791,-1,0.0001,22,0.0013430031,0.000362826478,1.3430031,0.362826478
760,3.156,control,0.001,50,-9.21341744e-10,0,9.21341744e-10,9.26791594e-10,0,0.191491952,0.141944076,8.40308478,8.33333333,0.837017318,0.0020291509,0.00062751482,-0.159577997,-0.15765,0.00192799651,0.000422003495,0.000422004416,16.600233,6.44365042,0,0,0,0,0,0.169573473,0.00676154501,-0,31,22,-4.33995857e-08,0.000770936741,0.00013353409,-1,0.0001,22,0.00135571197,0.00037155249,1.35571197,0.37155249
780,3.176,control,0.001,50,-6.54749182e-10,0,6.54749182e-10,6.61804362e-10,0,0.19136509,0.141435553,8.40223923,8.33333333,0.826870798,0.00202242057,0.000625024586,-0.159155391,-0.15665,0.0025053913,0.000844608704,0.000844609359,16.5986369,6.42886157,0,0,0,0,0,0.169969664,0.00690240926,-0,32,23,-1.93623276e-08,0.00078058101,0.000130973496,-1,0.0001,23,0.00133624664,0.000365940771,1.33624664,0.365940771
800,3.196,control,0.001,50,-4.74293116e-10,0,4.74293116e-10,4.83239447e-10,0,0.19131334,0.14092664,8.40140869,8.33333333,0.816904275,0.00201567078,0.000622523364,-0.158624263,-0.15565,0.002974263,0.001375737,0.00137573748,16.5972328,6.40842918,0,0,0,0,0,0.170466088,0.00708722177,-0,32,23,3.41492551e-08,0.000797002592,0.000133379234,-1,0.0001,23,0.00126814839,0.000337807593,1.26814839,0.337807593
820,3.216,control,0.001,50,-3.33419018e-10,0,3.33419018e-10,3.44966386e-10,0,0.191330329,0.140402075,8.40059316,8.33333333,0.807117928,0.00200848443,0.000619830033,-0.158005008,-0.15465,0.0033550084,0.0019949916,0.00199499194,16.5966937,6.38272013,0,0,0,0,0,0.171042178,0.00731219491,-0,32,23,-5.03338543e-08,0.000811504855,0.000136035959,-1,0.0001,23,0.00125876847,0.000336331261,1.25876847,0.336331261
840,3.236,control,0.001,50,-2.25031083e-10,0,2.25031083e-10,2.40297439e-10,0,0.191355907,0.139858053,8.39986368,8.33333333,0.79836419,0.00200043464,0.000616760022,-0.157314191,-0.15365,0.00366419117,0.00268580883,0.00268580905,16.6028087,6.35242829,0,0,0,0,0,0.171681542,0.00757492905,-0,32,23,-1.07045984e-07,0.000768314325,0.000137369068,-1,0.0001,23,0.00125372976,0.000333702093,1.25372976,0.333702093
860,3.256,control,0.001,50,-1.43446141e-10,0,1.43446141e-10,1.64193215e-10,0,0.191470099,0.1392596,8.3991539,8.33333333,0.789846792,0.00199106573,0.000613142114,-0.156565262,-0.15265,0.00391526181,0.00343473819,0.00343473834,16.6069607,6.31785748,1.41937907,1.41937907,15.2472876,16.6666667,8.51627444,0.172370044,0.00787382884,-0,32,22,1.94579368e-08,0.000710134924,0.000138974703,-1,0.0001,22,0.00127445008,0.000352703104,1.27445008,0.352703104
880,3.276,control,0.001,50,-8.45993127e-11,0,8.45993127e-11,1.13376298e-10,0,0.191580956,0.138593509,8.39847545,8.33333333,0.781705397,0.00198010196,0.000608885937,-0.155769143,-0.15165,0.00411914271,0.00423085729,0.00423085738,16.6115048,6.27922919,1.26278543,1.26278543,15.4038812,16.6666667,7.57671255,0.173095871,0.00820854226,-0,32,22,5.64528501e-09,0.000747150639,0.000140510535,-1,0.0001,22,0.00122055874,0.000323866609,1.22055874,0.323866609
900,3.296,control,0.001,50,-4.50203527e-11,0,4.50203527e-11,8.4121968e-11,0,0.191693186,0.137852479,8.3978262,8.33333333,0.773914371,0.00196750597,0.000603998377,-0.154934703,-0.15065,0.00428470337,0.00506529663,0.00506529667,16.6174517,6.23689339,1.08919594,1.08919594,15.5774707,16.6666667,6.53517563,0.173849492,0.00857943208,-0,32,23,2.68387973e-09,0.000815850595,0.000141554071,-1,0.0001,23,0.00119622248,0.000317326913,1.19622248,0.317326913
920,3.316,control,0.001,50,1.85756585e-12,0,-1.85756585e-12,6.65701316e-11,0,0.192096717,0.137422072,8.39749329,8.33333333,0.769919498,0.0019582602,0.000600002352,-0.154069146,-0.14965,0.00441914626,0.00593085374,0.00593085373,16.6240107,6.1932705,0.895944039,0.895944039,15.7707226,16.6666667,5.37566423,0.174629287,0.0089546595,-0,31,22,-4.78926709e-08,0.000811437359,0.000144767775,-1,0.0001,22,0.00119950448,0.000313012406,1.19950448,0.313012406
940,3.336,control,0.001,50,7.9946427e-11,0,-7.9946427e-11,1.010088e-10,0,0.192492524,0.13701349,8.39722754,8.33333333,0.766730421,0.00194920155,0.000596101091,-0.15317832,-0.14865,0.00452832012,0.00682167988,0.0068216798,16.6222614,6.15121201,0.728700594,0.728700594,15.9379661,16.6666667,4.37220356,0.175433778,0.00931664302,-0,32,23,-7.599263e-08,0.000791611681,0.000141555517,-1,0.0001,23,0.00119396422,0.000309694516,1.19396422,0.309694516
960,3.356,control,0.001,50,1.28141593e-10,0,-1.28141593e-10,1.40012141e-10,0,0.192506367,0.136336609,8.39694037,8.33333333,0.763284445,0.00193534344,0.000590482848,-0.152266974,-0.14765,0.0046169743,0.0077330257,0.00773302558,16.6122409,6.10768444,0.594267588,0.594267588,16.0723991,16.6666667,3.56560553,0.176250187,0.0097042695,-0,32,23,1.95976675e-08,0.000753642625,0.000142201839,-1,0.0001,23,0.00117740461,0.000304361546,1.17740461,0.304361546
980,3.376,control,0.001,50,1.39859648e-10,0,-1.39859648e-10,1.48896652e-10,0,0.19206807,0.1354981,8.39658845,8.33333333,0.759061344,0.00191869285,0.000583854679,-0.151338966,-0.14665,0.00468896554,0.00866103446,0.00866103432,16.5912278,6.06162685,1.95397673,1.22007528,15.4465914,16.6666667,7.3204517,0.177071934,0.0101221746,-0,32,22,4.23887304e-08,0.000721987561,0.000142367979,-1,0.0001,22,0.00116208184,0.000299206399,1.16208184,0.299206399
1000,3.396,control,0.001,50,1.41387426e-10,0,-1.41387426e-10,1.48579643e-10,0,0.191641626,0.134559204,8.39621762,8.33333333,0.754611474,0.00190023043,0.000576589689,-0.150397426,-0.14565,0.00474742574,0.00960257426,0.00960257412,16.5612261,6.01313516,1.71120074,1.05488964,15.611777,16.6666667,6.32933784,0.177894816,0.0105729996,-0,32,22,-8.60783451e-08,0.000776139505,0.00014054163,-1,0.0001,22,0.00114251835,0.0002950476,1.14251835,0.2950476
1020,3.416,control,0.001,50,1.43123809e-10,0,-1.43123809e-10,1.48666743e-10,0,0.191058848,0.133548121,8.39582538,8.33333333,0.749904514,0.00188054509,0.000568912567,-0.149444898,-0.14465,0.0047948981,0.0105551019,0.0105551018,16.5226259,5.96231534,1.46052264,0.893982108,15.7726846,16.6666667,5.36389265,0.178714998,0.0110593322,-0,32,22,-1.08763598e-08,0.000826738659,0.000136957749,-1,0.0001,22,0.00112238903,0.00028802872,1.12238903,0.28802872
1040,3.436,control,0.001,50,1.39884773e-10,0,-1.39884773e-10,1.44182863e-10,0,0.191506642,0.132962483,8.39579216,8.33333333,0.749505868,0.00186616704,0.000562834767,-0.148483448,-0.14365,0.00483344785,0.0115165522,0.011516552,16.4833346,5.91182172,1.19284511,0.727684668,15.938982,16.6666667,4.36610801,0.179538961,0.0115405836,-0,32,22,-5.51091621e-08,0.00078789032,0.000130596535,-1,0.0001,21,0.00110752642,0.000282511908,1.10752642,0.282511908
1060,3.456,control,0.001,50,1.55693548e-10,0,-1.55693548e-10,1.58898085e-10,0,0.191642171,0.132379808,8.39580804,8.33333333,0.749696436,0.00185138469,0.000556492321,-0.147514752,-0.14265,0.00486475203,0.012485248,0.0124852478,16.5006,5.86482137,0.966827746,0.589334619,16.077332,16.6666667,3.53600771,0.18037144,0.0120013958,-0,32,23,-4.1860043e-09,0.00076813232,0.000130126507,-1,0.0001,23,0.00118082339,0.000312379045,1.18082339,0.312379045
1080,3.476,control,0.001,50,1.87719776e-10,0,-1.87719776e-10,1.90562637e-10,0,0.191674066,0.131397237,8.39568945,8.33333333,0.74827343,0.00182918793,0.00054726846,-0.146540172,-0.14165,0.00489017249,0.0134598275,0.0134598273,16.5009832,5.81986831,0.788358599,0.480924235,16.1857424,16.6666667,2.88554541,0.181199932,0.0124842996,-0,32,22,-3.85031025e-08,0.000728109691,0.000131188673,-1,0.0001,22,0.00117455049,0.000309894233,1.17455049,0.309894233
1100,3.496,control,0.001,50,1.88331859e-10,0,-1.88331859e-10,1.91096948e-10,0,0.191497081,0.130234975,8.39551093,8.33333333,0.746131206,0.00180404039,0.000537023054,-0.145560815,-0.14065,0.00491081504,0.014439185,0.0144391848,16.4956129,5.77367927,2.0612944,0.949831892,15.7168348,16.6666667,5.69899135,0.182020417,0.0129968561,-0,32,22,-3.83822132e-08,0.00074981169,0.000131945286,-1,0.0001,22,0.00116598725,0.000305912553,1.16598725,0.305912553
1120,3.516,control,0.001,50,1.74472984e-10,0,-1.74472984e-10,1.77421898e-10,0,0.191240964,0.128965455,8.395277,8.33333333,0.74332403,0.00177718502,0.000526200332,-0.144577578,-0.13965,0.00492757773,0.0154224223,0.0154224221,16.4923501,5.72573708,1.78416117,0.811012833,15.8556538,16.6666667,4.866077,0.182829899,0.0135433266,-0,32,22,-2.98055117e-08,0.000809595189,0.000132725087,-1,0.0001,22,0.00115735409,0.000290242194,1.15735409,0.290242194
1140,3.536,control,0.001,50,1.5496057e-10,0,-1.5496057e-10,1.58262214e-10,0,0.190996167,0.127617158,8.39497663,8.33333333,0.739719582,0.0017494187,0.000515153376,-0.14359119,-0.13865,0.0049411898,0.0164088102,0.01640881,16.4928423,5.67574996,1.5044146,0.680475471,15.9861912,16.6666667,4.08285282,0.183625585,0.0141274762,-0,32,23,-3.20058463e-08,0.000786886676,0.000128926738,-1,0.0001,23,0.00115264584,0.000294752117,1.15264584,0.294752117
