step,time,phase,dt,translation_step_um,t1_base_x,t1_ctrl_x,t1_lag_x,t1_base_trans_delta_m,t1_base_rot_delta_rad,t1_strain_err_max,t1_strain_err_mean,t1_kappa_mean_curved_1pm,t1_kappa_rest_mean_curved_1pm,t1_kappa_rel_error,t1_frame_delta_max_m,t1_frame_delta_mean_m,t2_base_x,t2_ctrl_x,t2_lag_x,t2_advance_m,estimated_protrusion_m,t2_strain_err_max_all,t2_strain_err_mean_all,t2_strain_err_max_exposed,t2_strain_err_mean_exposed,t2_kappa_mean_exposed_curved_1pm,t2_kappa_rest_mean_exposed_curved_1pm,t2_kappa_rel_err_exposed_curved,t2_tip_x,t2_tip_y,t2_tip_z,contact_pairs,active_like_pairs,min_gap,max_gap,mean_gap,gap_sign,activation_tolerance,active_lambda_pairs,normal_lambda_sum,normal_lambda_max,normal_force_sum_N,normal_force_max_N
4760,0.476,control,0.0001,50,-1.33866296e-10,0,1.33866296e-10,1.40661876e-10,0,0.192651646,0.113843124,8.40116888,8.33333333,0.814026555,0.00136969063,0.000367166804,-0.13,-0.13,-1.33875272e-10,0.0300000001,0.0300000003,26.2458906,16.0718432,2.50510207,1.57114089,16.3378511,16.6666667,1.97289311,0.193725939,0.0223360851,-0.00161956003,30,22,-4.21596099e-06,0.000372258863,7.0908561e-05,-1,0.0001,22,1.37156161,0.322858954,1.37156161,0.322858954
4780,0.478,control,0.0001,50,-1.60266588e-10,0,1.60266588e-10,1.66017085e-10,0,0.193717928,0.114154464,8.40050343,8.33333333,0.806041173,0.00137465938,0.000368605986,-0.13,-0.13,-1.60275571e-10,0.0300000002,0.0300000003,26.247486,16.0906499,2.4990571,1.56552923,16.3498833,16.6666667,1.90069992,0.193692024,0.0224309403,-0.000637049932,30,22,-4.83268204e-06,0.000423002992,8.07129295e-05,-1,0.0001,22,1.37048138,0.322795907,1.37048138,0.322795907
4800,0.48,control,0.0001,50,-1.44676152e-10,0,1.44676152e-10,1.51248187e-10,0,0.194544524,0.114624502,8.39986104,8.33333333,0.798332524,0.0013801261,0.000370051517,-0.13,-0.13,-1.44680962e-10,0.0300000001,0.0300000003,26.2519542,16.1126571,2.4948166,1.56296142,16.3591412,16.6666667,1.84515275,0.193675237,0.0224514306,0.000370515734,30,21,-4.30898879e-06,0.000487006395,8.82288924e-05,-1,0.0001,21,1.37194237,0.322577011,1.37194237,0.322577011
4820,0.482,control,0.0001,50,-5.51260079e-11,0,5.51260079e-11,7.20965454e-11,0,0.195313314,0.115134104,8.39865945,8.33333333,0.783913449,0.00138622302,0.000371833067,-0.13,-0.13,-5.51265422e-11,0.0300000001,0.0300000001,26.2592149,16.1370373,2.49294463,1.56067996,16.3578537,16.6666667,1.85287751,0.193669448,0.0224073584,0.00136070421,30,21,-3.85899455e-06,0.000555670766,9.578197e-05,-1,0.0001,21,1.37459219,0.323650905,1.37459219,0.323650905
4840,0.484,control,0.0001,50,-1.16119436e-09,0,1.16119436e-09,1.16238764e-09,0,0.195124179,0.115875969,8.39911814,8.33333333,0.78941764,0.00139981503,0.000377493176,-0.129999999,-0.13,-1.16118709e-09,0.0300000012,0.0300000023,26.2691895,16.1683606,2.50186811,1.56073881,16.3591003,16.6666667,1.84539817,0.193704305,0.0222882838,0.00229422943,30,21,-4.19685675e-06,0.000679228979,0.000108199598,-1,0.0001,21,1.35317765,0.319443942,1.35317765,0.319443942
4860,0.486,control,0.0001,50,-1.06830686e-09,0,1.06830686e-09,1.06968877e-09,0,0.196146613,0.116264767,8.39703302,8.33333333,0.764396189,0.00140237795,0.000377869898,-0.129999999,-0.13,-1.06830247e-09,0.0300000011,0.0300000021,26.2816864,16.1968819,2.50473412,1.5591006,16.3394649,16.6666667,1.96321055,0.193710762,0.0221442322,0.00320723928,30,21,-3.74962419e-06,0.000747599193,0.000113186007,-1,0.0001,22,1.35259429,0.321942456,1.35259429,0.321942456
4880,0.488,control,0.0001,50,-9.31331378e-10,0,9.31331378e-10,9.32561112e-10,0,0.196849751,0.116806959,8.39517139,8.33333333,0.74205674,0.00140581161,0.000378512444,-0.129999999,-0.13,-9.31325322e-10,0.0300000009,0.0300000019,26.2966547,16.2274339,2.49619531,1.5531997,16.3436139,16.6666667,1.93831642,0.193721124,0.0219474354,0.0041185182,30,22,-6.0992594e-06,0.000752867616,0.000112182508,-1,0.0001,22,1.35630682,0.32202719,1.35630682,0.32202719
4900,0.49,control,0.0001,50,-8.66667472e-10,0,8.66667472e-10,8.67919057e-10,0,0.198874774,0.117448262,8.3926899,8.33333333,0.712278843,0.00141025438,0.000379082462,-0.129999999,-0.13,-8.66663186e-10,0.0300000009,0.0300000017,26.3140421,16.2601615,2.48757461,1.54623692,16.3413572,16.6666667,1.95185708,0.193732903,0.0217043627,0.0050112695,30,21,-5.20820663e-06,0.000709128463,0.000109700119,-1,0.0001,21,1.35380916,0.319364184,1.35380916,0.319364184
4920,0.492,control,0.0001,50,-7.30524516e-10,0,7.30524516e-10,7.31351853e-10,0,0.199368649,0.118143856,8.39083975,8.33333333,0.690076991,0.0014142157,0.000379836095,-0.129999999,-0.13,-7.30518535e-10,0.0300000007,0.0300000015,26.3337131,16.2948996,2.47484549,1.53854683,16.3537062,16.6666667,1.87776307,0.193758591,0.0213963314,0.00590206234,30,22,-1.07139979e-05,0.000658388642,0.000102984658,-1,0.0001,21,1.3575494,0.319257972,1.3575494,0.319257972
4940,0.494,control,0.0001,50,-7.99169329e-10,0,7.99169329e-10,8.00709694e-10,0,0.201046458,0.118795677,8.38835013,8.33333333,0.660201558,0.00141914527,0.000380608329,-0.129999999,-0.13,-7.99160932e-10,0.0300000008,0.0300000016,26.3556935,16.3323901,2.46921363,1.53249923,16.3546908,16.6666667,1.87185548,0.193798208,0.0210196545,0.00679121127,30,21,-4.39390525e-06,0.000590183903,9.89262289e-05,-1,0.0001,21,1.36029404,0.322116405,1.36029404,0.322116405
4960,0.496,control,0.0001,50,-9.51660183e-10,0,9.51660183e-10,9.52742202e-10,0,0.202374052,0.119417726,8.38600546,8.33333333,0.632065545,0.00142221001,0.000380837331,-0.129999999,-0.13,-9.5165642e-10,0.030000001,0.0300000019,26.3796913,16.3711367,2.4635502,1.52751134,16.3576267,16.6666667,1.85423987,0.193845954,0.0205897565,0.0076547261,30,21,-5.78251441e-06,0.000576669507,9.13869721e-05,-1,0.0001,21,1.36069622,0.324191125,1.36069622,0.324191125
4980,0.498,control,0.0001,50,-6.51707612e-10,0,6.51707612e-10,6.53370008e-10,0,0.202673893,0.120177159,8.38337486,8.33333333,0.600498305,0.00142815702,0.000382359306,-0.129999999,-0.13,-6.51694421e-10,0.0300000007,0.0300000013,26.4057181,16.4120444,2.4624113,1.52587141,16.3539968,16.6666667,1.87601902,0.193898426,0.0201187826,0.00847373387,30,22,-4.40802052e-06,0.00057646961,8.28874116e-05,-1,0.0001,22,1.37394511,0.325251847,1.37394511,0.325251847
5000,0.5,control,0.0001,50,-6.86256964e-10,0,6.86256964e-10,6.87546709e-10,0,0.204828674,0.120839898,8.38017564,8.33333333,0.562107717,0.00143276469,0.000383355101,-0.129999999,-0.13,-6.86245394e-10,0.0300000007,0.0300000014,26.4336627,16.4539132,2.46122729,1.52369421,16.3511095,16.6666667,1.89334283,0.193955544,0.0195983361,0.00926311231,30,23,-8.76710396e-06,0.000544633792,7.32219506e-05,-1,0.0001,22,1.37201886,0.327619778,1.37201886,0.327619778
5020,0.502,control,0.0001,50,-7.2784692e-10,0,7.2784692e-10,7.29631344e-10,0,0.205539757,0.121740387,8.37754407,8.33333333,0.530528883,0.00143787858,0.000384024159,-0.129999999,-0.13,-7.27826382e-10,0.0300000007,0.0300000015,26.4635428,16.499051,2.4499303,1.51688463,16.3656296,16.6666667,1.80622224,0.194026129,0.0190249403,0.0100208589,30,22,-5.43953513e-06,0.000496119518,6.6483953e-05,-1,0.0001,23,1.39123233,0.334750305,1.39123233,0.334750305
5040,0.504,control,0.0001,50,-6.48707745e-10,0,6.48707745e-10,6.50604531e-10,0,0.206298018,0.122790672,8.37456625,8.33333333,0.494795013,0.00144472381,0.000385398917,-0.129999999,-0.13,-6.48679138e-10,0.0300000006,0.0300000013,26.4951137,16.5476267,2.44553811,1.51349684,16.3698434,16.6666667,1.78093969,0.194116217,0.0184101331,0.0107074816,30,24,-6.20984425e-06,0.000452287809,6.02701033e-05,-1,0.0001,24,1.41031704,0.341396192,1.41031704,0.341396192
5060,0.506,control,0.0001,50,-6.87998978e-10,0,6.87998978e-10,6.89848632e-10,0,0.207034405,0.123697081,8.37134099,8.33333333,0.456091938,0.00145056562,0.000386614923,-0.129999999,-0.13,-6.87976287e-10,0.0300000007,0.0300000014,26.5283465,16.5979151,2.4454196,1.51077486,16.3667198,16.6666667,1.79968149,0.194214859,0.0177589938,0.0113423508,30,24,-6.58377549e-06,0.000410886774,5.40789643e-05,-1,0.0001,24,1.41921312,0.348968482,1.41921312,0.348968482
5080,0.508,control,0.0001,50,-6.44230462e-10,0,6.44230462e-10,6.45993252e-10,0,0.207417286,0.124540399,8.36782634,8.33333333,0.413916046,0.00145498868,0.000387445376,-0.129999999,-0.13,-6.44203801e-10,0.0300000006,0.0300000013,26.5631046,16.6500043,2.44644106,1.50876167,16.3638483,16.6666667,1.81691033,0.194320021,0.0170793147,0.0119272793,30,25,-8.36813823e-06,0.000367554786,4.76145099e-05,-1,0.0001,25,1.43928526,0.355966878,1.43928526,0.355966878
5100,0.51,control,0.0001,50,-7.03428761e-10,0,7.03428761e-10,7.05293851e-10,0,0.20722357,0.125673719,8.36380932,8.33333333,0.365711883,0.00146186558,0.000389054146,-0.129999999,-0.13,-7.03401254e-10,0.0300000007,0.0300000014,26.5992912,16.7066456,2.43804389,1.50295443,16.3752319,16.6666667,1.74860834,0.194443255,0.0163552928,0.0124544609,30,25,-1.06069007e-05,0.000360055664,4.54756847e-05,-1,0.0001,25,1.48270663,0.372414446,1.48270663,0.372414446
5120,0.512,control,0.0001,50,1.80559768e-10,0,-1.80559768e-10,1.85855333e-10,0,0.206002793,0.126439369,8.36135405,8.33333333,0.336248655,0.00146239166,0.000388500021,-0.13,-0.13,1.80601256e-10,0.0299999998,0.0299999996,26.6366934,16.7639384,2.4596887,1.50811651,16.3598239,16.6666667,1.84105689,0.194584015,0.0155403427,0.01294097,30,25,-1.13906735e-05,0.000398363952,4.72136318e-05,-1,0.0001,25,1.53771849,0.388938513,1.53771849,0.388938513
5140,0.514,control,0.0001,50,4.27216174e-10,0,-4.27216174e-10,4.2902205e-10,0,0.208953967,0.127822976,8.35533343,8.33333333,0.264001219,0.00146552026,0.000386768278,-0.13,-0.13,4.27244573e-10,0.0299999996,0.0299999991,26.6753242,16.8237399,2.4554967,1.50935071,16.3834588,16.6666667,1.69924701,0.194730818,0.0146683184,0.0133833365,30,25,-1.19640049e-05,0.000413290593,4.70682915e-05,-1,0.0001,25,1.59677653,0.418000148,1.59677653,0.418000148
5160,0.516,control,0.0001,50,4.97802996e-10,0,-4.97802996e-10,4.99514635e-10,0,0.210310301,0.129561289,8.35223038,8.33333333,0.226764589,0.00147789369,0.000389774675,-0.13,-0.13,4.978368e-10,0.0299999995,0.029999999,26.715106,16.8879354,2.46037977,1.51408468,16.3983937,16.6666667,1.60963759,0.194883938,0.013895139,0.0137030488,30,25,-1.10903599e-05,0.000389991964,4.56203662e-05,-1,0.0001,25,1.63346055,0.446270955,1.63346055,0.446270955
5180,0.518,control,0.0001,50,5.59355873e-10,0,-5.59355873e-10,5.60419704e-10,0,0.21231503,0.130541253,8.34566065,8.33333333,0.147927747,0.00148212932,0.000390490856,-0.130000001,-0.13,5.59382513e-10,0.0299999994,0.0299999989,26.7556793,16.9492061,2.48253202,1.51893501,16.3558832,16.6666667,1.86470094,0.195021349,0.013133272,0.0139727523,30,25,-4.42079856e-06,0.000381045356,4.50184654e-05,-1,0.0001,25,1.65838638,0.455501766,1.65838638,0.455501766
5200,0.52,control,0.0001,50,8.03214793e-10,0,-8.03214793e-10,8.04549612e-10,0,0.21358117,0.131672598,8.34095606,8.33333333,0.0914726794,0.00148459031,0.000390356415,-0.130000001,-0.13,8.03242417e-10,0.0299999992,0.0299999984,26.7970475,17.0123601,2.4966567,1.51959597,16.334561,16.6666667,1.99263374,0.195156331,0.0123851964,0.0141937586,30,26,-7.33524676e-06,0.000369310421,4.40881212e-05,-1,0.0001,26,1.68746682,0.473363014,1.68746682,0.473363014
5220,0.522,control,0.0001,50,8.68866171e-10,0,-8.68866171e-10,8.6940487e-10,0,0.214842251,0.132650982,8.33344498,8.33333333,0.00133975218,0.00148640005,0.000390013808,-0.130000001,-0.13,8.68885963e-10,0.0299999991,0.0299999983,26.8389854,17.076405,2.51242057,1.51897324,16.3018272,16.6666667,2.18903661,0.195284228,0.011655148,0.0143670057,30,26,-9.57287049e-06,0.000370805486,4.3200573e-05,-1,0.0001,26,1.72756,0.48727205,1.72756,0.48727205
5240,0.524,control,0.0001,50,1.03272739e-09,0,-1.03272739e-09,1.03358646e-09,0,0.215736603,0.133914921,8.32692264,8.33333333,0.0769283333,0.00148758824,0.000389143187,-0.130000001,-0.13,1.03276018e-09,0.029999999,0.0299999979,26.8816691,17.1412303,2.51730974,1.51227405,16.2881455,16.6666667,2.27112705,0.195400169,0.0109518448,0.0145051719,30,26,-2.26927989e-06,0.00037245977,4.46064617e-05,-1,0.0001,26,1.77471001,0.501577935,1.77471001,0.501577935
5260,0.526,control,0.0001,50,1.06044734e-09,0,-1.06044734e-09,1.06128022e-09,0,0.216023123,0.13496494,8.31870562,8.33333333,0.175532551,0.00148906389,0.000388694599,-0.130000001,-0.13,1.06045173e-09,0.0299999989,0.0299999979,26.9249958,17.2065453,2.52825045,1.50979245,16.2760335,16.6666667,2.34379891,0.195500741,0.0102824271,0.0146159102,30,26,-1.25407089e-05,0.00037191156,4.39580688e-05,-1,0.0001,26,1.7921307,0.512968937,1.7921307,0.512968937
5280,0.528,control,0.0001,50,8.92271868e-10,0,-8.92271868e-10,8.93124348e-10,0,0.216512841,0.135985014,8.31376014,8.33333333,0.234878266,0.00149159638,0.000389250664,-0.130000001,-0.13,8.92297791e-10,0.0299999991,0.0299999982,26.9690678,17.2742915,2.55142314,1.51398772,16.267303,16.6666667,2.39618194,0.19561592,0.00964177297,0.0146906383,30,26,-3.65302969e-06,0.00034252673,4.43384003e-05,-1,0.0001,26,1.81685982,0.523535935,1.81685982,0.523535935
5300,0.53,control,0.0001,50,8.85418939e-10,0,-8.85418939e-10,8.86277723e-10,0,0.216774131,0.136820481,8.30780428,8.33333333,0.306348585,0.00149067737,0.000388056873,-0.130000001,-0.13,8.85445356e-10,0.0299999991,0.0299999982,27.0138382,17.3429892,2.58055647,1.52350655,16.2558535,16.6666667,2.46487877,0.195750059,0.0089307852,0.0147187015,30,27,-4.32470192e-06,0.000329691996,4.35044973e-05,-1,0.0001,26,1.84718317,0.537526386,1.84718317,0.537526386
5320,0.532,control,0.0001,50,1.12261519e-09,0,-1.12261519e-09,1.1232488e-09,0,0.217453543,0.138657003,8.30169794,8.33333333,0.379624779,0.00149719748,0.000388962889,-0.130000001,-0.13,1.12265322e-09,0.0299999989,0.0299999978,27.0593466,17.4184504,2.61780672,1.54044154,16.2761304,16.6666667,2.34321734,0.1959182,0.00819899708,0.0146631201,30,27,-4.75796546e-06,0.000323910569,4.26955668e-05,-1,0.0001,27,1.95799441,0.595181216,1.95799441,0.595181216
