step,time,phase,dt,translation_step_um,t1_base_x,t1_ctrl_x,t1_lag_x,t1_base_trans_delta_m,t1_base_rot_delta_rad,t1_strain_err_max,t1_strain_err_mean,t1_kappa_mean_curved_1pm,t1_kappa_rest_mean_curved_1pm,t1_kappa_rel_error,t1_frame_delta_max_m,t1_frame_delta_mean_m,t2_base_x,t2_ctrl_x,t2_lag_x,t2_advance_m,estimated_protrusion_m,t2_strain_err_max_all,t2_strain_err_mean_all,t2_strain_err_max_exposed,t2_strain_err_mean_exposed,t2_kappa_mean_exposed_curved_1pm,t2_kappa_rest_mean_exposed_curved_1pm,t2_kappa_rel_err_exposed_curved,t2_tip_x,t2_tip_y,t2_tip_z,contact_pairs,active_like_pairs,min_gap,max_gap,mean_gap,gap_sign,activation_tolerance,active_lambda_pairs,normal_lambda_sum,normal_lambda_max,normal_force_sum_N,normal_force_max_N
20,0.002,initializing,0.0001,50,-7.61271835e-10,0,7.61271835e-10,7.71976777e-10,0,0.161551738,0.107160514,8.38835001,8.33333333,0.660200159,0.0013595073,0.000387440576,-0.159999999,-0.16,-7.61329333e-10,7.61329333e-10,1.52260117e-09,16.6862882,6.71824933,0,0,0,0,0,0.16922756,0.00596005446,-0,30,21,-5.42025343e-06,0.000833004163,0.000140962797,-1,0.0001,21,1.3223256,0.360000472,1.3223256,0.360000472
40,0.004,initializing,0.0001,50,-1.61823072e-09,0,1.61823072e-09,1.62343621e-09,0,0.182713973,0.13210906,8.39729465,8.33333333,0.767535836,0.00188377301,0.000579565453,-0.159999998,-0.16,-1.6182477e-09,1.6182477e-09,3.23647842e-09,16.6752355,6.72178867,0,0,0,0,0,0.169198233,0.00648861198,-0,30,21,-3.22096767e-06,0.000806684474,0.000142956387,-1,0.0001,21,1.31382459,0.356084417,1.31382459,0.356084417
60,0.006,initializing,0.0001,50,-1.67537895e-09,0,1.67537895e-09,1.68038236e-09,0,0.188890934,0.139926944,8.39940915,8.33333333,0.792909743,0.0020245088,0.000631377769,-0.159999998,-0.16,-1.67538344e-09,1.67538344e-09,3.3507624e-09,16.6703391,6.72046972,0,0,0,0,0,0.169189297,0.00662967516,-0,30,21,-3.20717035e-06,0.000803931039,0.000143160071,-1,0.0001,21,1.31487708,0.355673305,1.31487708,0.355673305
80,0.008,initializing,0.0001,50,-1.6719458e-09,0,1.6719458e-09,1.67694161e-09,0,0.190657089,0.142035804,8.39993286,8.33333333,0.799194301,0.0020625509,0.000645377155,-0.159999998,-0.16,-1.671947e-09,1.671947e-09,3.34389279e-09,16.6688482,6.71973218,0,0,0,0,0,0.169186845,0.00666762873,-0,30,21,-3.19042928e-06,0.000803647173,0.000143182902,-1,0.0001,21,1.3154256,0.355622903,1.3154256,0.355622903
100,0.01,initializing,0.0001,50,-1.67001356e-09,0,1.67001356e-09,1.67500946e-09,0,0.19108402,0.142591,8.40005079,8.33333333,0.800609508,0.00207277044,0.000649173354,-0.159999998,-0.16,-1.67001388e-09,1.67001388e-09,3.34002744e-09,16.6695093,6.71942938,0,0,0,0,0,0.169186136,0.00667780537,-0,30,21,-3.17477475e-06,0.00080378439,0.000143153913,-1,0.0001,21,1.31559978,0.355599787,1.31559978,0.355599787
120,0.012,initializing,0.0001,50,-1.67097302e-09,0,1.67097302e-09,1.67596521e-09,0,0.191244397,0.142752792,8.40010845,8.33333333,0.801301455,0.00207553116,0.000650165239,-0.159999998,-0.16,-1.67097311e-09,1.67097311e-09,3.34194613e-09,16.6686134,6.71937379,0,0,0,0,0,0.169185984,0.00668058916,-0,30,21,-3.18536166e-06,0.00080366219,0.000143178148,-1,0.0001,21,1.31563111,0.355588141,1.31563111,0.355588141
140,0.014,initializing,0.0001,50,-1.68155773e-09,0,1.68155773e-09,1.68652758e-09,0,0.191399496,0.142774853,8.4001201,8.33333333,0.801441237,0.00207629899,0.000650493748,-0.159999998,-0.16,-1.68155784e-09,1.68155784e-09,3.36311557e-09,16.6718443,6.71933386,0,0,0,0,0,0.169185942,0.00668131659,-0,30,21,-3.07334813e-06,0.000803775054,0.000143320509,-1,0.0001,21,1.31506955,0.355475141,1.31506955,0.355475141
160,0.016,initializing,0.0001,50,-1.66975667e-09,0,1.66975667e-09,1.67475142e-09,0,0.191255586,0.142796725,8.40010195,8.33333333,0.801223369,0.00207648191,0.000650539629,-0.159999998,-0.16,-1.66975667e-09,1.66975667e-09,3.33951333e-09,16.669377,6.71932118,0,0,0,0,0,0.169185897,0.00668150944,-0,30,21,-3.17325148e-06,0.000803775468,0.000143155412,-1,0.0001,21,1.31564526,0.355587753,1.31564526,0.355587753
180,0.018,initializing,0.0001,50,-1.67086959e-09,0,1.67086959e-09,1.67586157e-09,0,0.191291303,0.142808792,8.40012226,8.33333333,0.801467159,0.00207654161,0.000650537146,-0.159999998,-0.16,-1.67086961e-09,1.67086961e-09,3.3417392e-09,16.6685741,6.71934366,0,0,0,0,0,0.16918592,0.00668159525,-0,30,21,-3.18471506e-06,0.000803659535,0.000143178674,-1,0.0001,21,1.31564275,0.355584617,1.31564275,0.355584617
200,0.02,initializing,0.0001,50,-1.68153177e-09,0,1.68153177e-09,1.68650154e-09,0,0.191412247,0.142790083,8.40012385,8.33333333,0.801486158,0.00207657395,0.00065059497,-0.159999998,-0.16,-1.68153186e-09,1.68153186e-09,3.36306363e-09,16.6718343,6.71932529,0,0,0,0,0,0.169185925,0.00668159031,-0,30,21,-3.07317987e-06,0.000803774502,0.000143320666,-1,0.0001,21,1.31507237,0.355474121,1.31507237,0.355474121
220,0.022,initializing,0.0001,50,-1.66975231e-09,0,1.66975231e-09,1.67474704e-09,0,0.191259049,0.142800868,8.40010297,8.33333333,0.801235683,0.0020765568,0.000650567213,-0.159999998,-0.16,-1.66975231e-09,1.66975231e-09,3.33950462e-09,16.669374,6.71931877,0,0,0,0,0,0.169185892,0.00668158413,-0,30,21,-3.17321475e-06,0.000803775177,0.000143155465,-1,0.0001,21,1.31564597,0.355587444,1.31564597,0.355587444
240,0.024,initializing,0.0001,50,-1.67086792e-09,0,1.67086792e-09,1.6758599e-09,0,0.191292246,0.14280992,8.40012254,8.33333333,0.801470492,0.0020765621,0.000650544708,-0.159999998,-0.16,-1.67086794e-09,1.67086794e-09,3.34173587e-09,16.6685733,6.71934299,0,0,0,0,0,0.169185918,0.00668161565,-0,30,21,-3.1847025e-06,0.000803659489,0.000143178685,-1,0.0001,21,1.31564295,0.355584533,1.31564295,0.355584533
260,0.026,initializing,0.0001,50,-1.68153133e-09,0,1.68153133e-09,1.6865011e-09,0,0.191412504,0.14279039,8.40012392,8.33333333,0.801487062,0.00207657964,0.000650597082,-0.159999998,-0.16,-1.68153141e-09,1.68153141e-09,3.36306275e-09,16.6718341,6.7193251,0,0,0,0,0,0.169185925,0.00668159597,-0,30,21,-3.07317646e-06,0.000803774491,0.000143320669,-1,0.0001,21,1.31507242,0.355474098,1.31507242,0.355474098
280,0.028,initializing,0.0001,50,-1.66975224e-09,0,1.66975224e-09,1.67474697e-09,0,0.191259119,0.142800951,8.40010299,8.33333333,0.801235931,0.00207655845,0.000650567843,-0.159999998,-0.16,-1.66975225e-09,1.66975225e-09,3.3395045e-09,16.6693739,6.71931872,0,0,0,0,0,0.169185892,0.00668158578,-0,30,21,-3.17321401e-06,0.000803775172,0.000143155466,-1,0.0001,21,1.31564599,0.355587438,1.31564599,0.355587438
300,0.03,initializing,0.0001,50,-1.6708679e-09,0,1.6708679e-09,1.67585987e-09,0,0.191292265,0.142809942,8.40012255,8.33333333,0.801470559,0.00207656266,0.000650544933,-0.159999998,-0.16,-1.67086792e-09,1.67086792e-09,3.34173581e-09,16.6685733,6.71934297,0,0,0,0,0,0.169185918,0.00668161621,-0,30,21,-3.18470224e-06,0.000803659488,0.000143178686,-1,0.0001,21,1.31564296,0.355584532,1.31564296,0.355584532
320,0.032,initializing,0.0001,50,-1.68153133e-09,0,1.68153133e-09,1.6865011e-09,0,0.191412509,0.142790396,8.40012392,8.33333333,0.801487081,0.0020765799,0.000650597198,-0.159999998,-0.16,-1.68153141e-09,1.68153141e-09,3.36306274e-09,16.6718341,6.71932509,0,0,0,0,0,0.169185925,0.00668159623,-0,30,21,-3.07317639e-06,0.000803774491,0.000143320669,-1,0.0001,21,1.31507243,0.355474099,1.31507243,0.355474099
340,0.034,initializing,0.0001,50,-1.66975224e-09,0,1.66975224e-09,1.67474697e-09,0,0.19125912,0.142800953,8.40010299,8.33333333,0.801235936,0.00207655863,0.000650567929,-0.159999998,-0.16,-1.66975225e-09,1.66975225e-09,3.3395045e-09,16.6693739,6.71931871,0,0,0,0,0,0.169185892,0.00668158597,-0,30,21,-3.17321399e-06,0.000803775171,0.000143155466,-1,0.0001,21,1.31564599,0.355587439,1.31564599,0.355587439
360,0.036,initializing,0.0001,50,-1.6708679e-09,0,1.6708679e-09,1.67585987e-09,0,0.191292265,0.142809943,8.40012255,8.33333333,0.80147056,0.00207656281,0.000650545012,-0.159999998,-0.16,-1.67086792e-09,1.67086792e-09,3.34173581e-09,16.6685733,6.71934296,0,0,0,0,0,0.169185918,0.00668161637,-0,30,21,-3.18470223e-06,0.000803659488,0.000143178686,-1,0.0001,21,1.31564296,0.355584533,1.31564296,0.355584533
380,0.038,initializing,0.0001,50,-1.68153133e-09,0,1.68153133e-09,1.6865011e-09,0,0.191412509,0.142790396,8.40012392,8.33333333,0.801487081,0.00207658005,0.000650597274,-0.159999998,-0.16,-1.68153141e-09,1.68153141e-09,3.36306275e-09,16.6718341,6.71932508,0,0,0,0,0,0.169185925,0.00668159639,-0,30,21,-3.07317638e-06,0.000803774491,0.000143320669,-1,0.0001,21,1.31507243,0.3554741,1.31507243,0.3554741
400,0.04,initializing,0.0001,50,-1.66975225e-09,0,1.66975225e-09,1.67474697e-09,0,0.19125912,0.142800953,8.40010299,8.33333333,0.801235936,0.00207655878,0.000650568004,-0.159999998,-0.16,-1.66975225e-09,1.66975225e-09,3.3395045e-09,16.6693739,6.71931871,0,0,0,0,0,0.169185892,0.00668158612,-0,30,21,-3.17321398e-06,0.000803775171,0.000143155466,-1,0.0001,21,1.31564599,0.35558744,1.31564599,0.35558744
420,0.042,initializing,0.0001,50,-1.6708679e-09,0,1.6708679e-09,1.67585987e-09,0,0.191292265,0.142809943,8.40012255,8.33333333,0.80147056,0.00207656296,0.000650545087,-0.159999998,-0.16,-1.67086792e-09,1.67086792e-09,3.34173582e-09,16.6685733,6.71934296,0,0,0,0,0,0.169185918,0.00668161652,-0,30,21,-3.18470222e-06,0.000803659488,0.000143178685,-1,0.0001,21,1.31564296,0.355584535,1.31564296,0.355584535
440,0.044,initializing,0.0001,50,-1.68153134e-09,0,1.68153134e-09,1.68650111e-09,0,0.191412509,0.142790396,8.40012392,8.33333333,0.801487081,0.0020765802,0.000650597349,-0.159999998,-0.16,-1.68153141e-09,1.68153141e-09,3.36306275e-09,16.6718341,6.71932508,0,0,0,0,0,0.169185925,0.00668159654,-0,30,21,-3.07317638e-06,0.000803774491,0.000143320669,-1,0.0001,21,1.31507243,0.355474101,1.31507243,0.355474101
460,0.046,initializing,0.0001,50,-1.66975225e-09,0,1.66975225e-09,1.67474698e-09,0,0.19125912,0.142800953,8.40010299,8.33333333,0.801235936,0.00207655893,0.000650568079,-0.159999998,-0.16,-1.66975225e-09,1.66975225e-09,3.3395045e-09,16.6693739,6.7193187,0,0,0,0,0,0.169185892,0.00668158627,-0,30,21,-3.17321399e-06,0.000803775171,0.000143155466,-1,0.0001,21,1.31564599,0.355587441,1.31564599,0.355587441
480,0.048,initializing,0.0001,50,-1.6708679e-09,0,1.6708679e-09,1.67585988e-09,0,0.191292265,0.142809943,8.40012255,8.33333333,0.80147056,0.00207656311,0.000650545162,-0.159999998,-0.16,-1.67086792e-09,1.67086792e-09,3.34173582e-09,16.6685733,6.71934295,0,0,0,0,0,0.169185918,0.00668161667,-0,30,21,-3.18470222e-06,0.000803659488,0.000143178685,-1,0.0001,21,1.31564296,0.355584536,1.31564296,0.355584536
500,0.05,initializing,0.0001,50,-1.68153134e-09,0,1.68153134e-09,1.68650111e-09,0,0.191412509,0.142790396,8.40012392,8.33333333,0.801487081,0.00207658035,0.000650597424,-0.159999998,-0.16,-1.68153144e-09,1.68153144e-09,3.36306278e-09,16.6718341,6.71932507,0,0,0,0,0,0.169185925,0.00668159669,-0,30,21,-3.07317637e-06,0.000803774491,0.000143320669,-1,0.0001,21,1.31507243,0.355474102,1.31507243,0.355474102
520,0.052,initializing,0.0001,50,-1.66975225e-09,0,1.66975225e-09,1.67474698e-09,0,0.19125912,0.142800953,8.40010299,8.33333333,0.801235936,0.00207655908,0.000650568154,-0.159999998,-0.16,-1.66975225e-09,1.66975225e-09,3.33950451e-09,16.6693739,6.7193187,0,0,0,0,0,0.169185892,0.00668158642,-0,30,21,-3.17321398e-06,0.000803775171,0.000143155466,-1,0.0001,21,1.31564599,0.355587443,1.31564599,0.355587443
540,0.054,initializing,0.0001,50,-1.67086791e-09,0,1.67086791e-09,1.67585988e-09,0,0.191292265,0.142809943,8.40012255,8.33333333,0.80147056,0.00207656326,0.000650545237,-0.159999998,-0.16,-1.67086792e-09,1.67086792e-09,3.34173582e-09,16.6685733,6.71934295,0,0,0,0,0,0.169185918,0.00668161682,-0,30,21,-3.18470222e-06,0.000803659488,0.000143178685,-1,0.0001,21,1.31564297,0.355584537,1.31564297,0.355584537
560,0.056,initializing,0.0001,50,-1.68153134e-09,0,1.68153134e-09,1.68650111e-09,0,0.191412509,0.142790396,8.40012392,8.33333333,0.801487081,0.0020765805,0.000650597499,-0.159999998,-0.16,-1.68153144e-09,1.68153144e-09,3.36306279e-09,16.6718341,6.71932507,0,0,0,0,0,0.169185925,0.00668159684,-0,30,21,-3.07317638e-06,0.000803774491,0.000143320669,-1,0.0001,21,1.31507243,0.355474104,1.31507243,0.355474104
580,0.058,initializing,0.0001,50,-1.66975226e-09,0,1.66975226e-09,1.67474698e-09,0,0.19125912,0.142800953,8.40010299,8.33333333,0.801235936,0.00207655923,0.00065056823,-0.159999998,-0.16,-1.66975225e-09,1.66975225e-09,3.33950451e-09,16.6693739,6.71931869,0,0,0,0,0,0.169185892,0.00668158657,-0,30,21,-3.17321397e-06,0.000803775171,0.000143155466,-1,0.0001,21,1.315646,0.355587444,1.315646,0.355587444
600,0.06,control,0.0001,50,-1.67086791e-09,0,1.67086791e-09,1.67585988e-09,0,0.191292265,0.142809943,8.40012255,8.33333333,0.80147056,0.00207656341,0.000650545312,-0.159999998,-0.16,-1.67086792e-09,1.67086792e-09,3.34173583e-09,16.6685733,6.71934294,0,0,0,0,0,0.169185918,0.00668161697,-0,30,21,-3.18470221e-06,0.000803659488,0.000143178685,-1,0.0001,21,1.31564297,0.355584538,1.31564297,0.355584538
620,0.062,control,0.0001,50,-1.68153135e-09,0,1.68153135e-09,1.68650111e-09,0,0.191412509,0.142790396,8.40012392,8.33333333,0.801487081,0.00207658065,0.000650597574,-0.159999998,-0.16,-1.68153144e-09,1.68153144e-09,3.36306279e-09,16.6718341,6.71932506,0,0,0,0,0,0.169185925,0.00668159699,-0,30,21,-3.07317637e-06,0.000803774491,0.000143320669,-1,0.0001,21,1.31507244,0.355474105,1.31507244,0.355474105
640,0.064,control,0.0001,50,-1.66975226e-09,0,1.66975226e-09,1.67474698e-09,0,0.19125912,0.142800953,8.40010299,8.33333333,0.801235936,0.00207655938,0.000650568305,-0.159999998,-0.16,-1.66975225e-09,1.66975225e-09,3.33950451e-09,16.6693739,6.71931869,0,0,0,0,0,0.169185892,0.00668158672,-0,30,21,-3.17321397e-06,0.000803775171,0.000143155465,-1,0.0001,21,1.315646,0.355587445,1.315646,0.355587445
660,0.066,control,0.0001,50,-1.67086791e-09,0,1.67086791e-09,1.67585989e-09,0,0.191292265,0.142809943,8.40012255,8.33333333,0.80147056,0.00207656356,0.000650545387,-0.159999998,-0.16,-1.67086792e-09,1.67086792e-09,3.34173583e-09,16.6685733,6.71934294,0,0,0,0,0,0.169185918,0.00668161712,-0,30,21,-3.18470221e-06,0.000803659488,0.000143178685,-1,0.0001,21,1.31564297,0.35558454,1.31564297,0.35558454
680,0.068,control,0.0001,50,-1.68153135e-09,0,1.68153135e-09,1.68650112e-09,0,0.191412509,0.142790396,8.40012392,8.33333333,0.801487081,0.0020765808,0.000650597649,-0.159999998,-0.16,-1.68153144e-09,1.68153144e-09,3.36306279e-09,16.6718341,6.71932506,0,0,0,0,0,0.169185925,0.00668159713,-0,30,21,-3.07317636e-06,0.000803774491,0.000143320669,-1,0.0001,21,1.31507244,0.355474106,1.31507244,0.355474106
700,0.07,control,0.0001,50,-1.66975226e-09,0,1.66975226e-09,1.67474699e-09,0,0.19125912,0.142800953,8.40010299,8.33333333,0.801235936,0.00207655953,0.00065056838,-0.159999998,-0.16,-1.66975225e-09,1.66975225e-09,3.33950452e-09,16.6693739,6.71931868,0,0,0,0,0,0.169185892,0.00668158687,-0,30,21,-3.17321397e-06,0.000803775171,0.000143155465,-1,0.0001,21,1.315646,0.355587446,1.315646,0.355587446
720,0.072,control,0.0001,50,-1.67086792e-09,0,1.67086792e-09,1.67585989e-09,0,0.191292266,0.142809943,8.40012255,8.33333333,0.80147056,0.00207656371,0.000650545462,-0.159999998,-0.16,-1.67086792e-09,1.67086792e-09,3.34173583e-09,16.6685733,6.71934293,0,0,0,0,0,0.169185918,0.00668161727,-0,30,21,-3.1847022e-06,0.000803659488,0.000143178685,-1,0.0001,21,1.31564297,0.355584541,1.31564297,0.355584541
740,0.074,control,0.0001,50,-1.68153135e-09,0,1.68153135e-09,1.68650112e-09,0,0.191412509,0.142790396,8.40012392,8.33333333,0.801487081,0.00207658095,0.000650597725,-0.159999998,-0.16,-1.68153144e-09,1.68153144e-09,3.3630628e-09,16.6718341,6.71932505,0,0,0,0,0,0.169185925,0.00668159728,-0,30,21,-3.07317636e-06,0.000803774491,0.000143320669,-1,0.0001,21,1.31507244,0.355474107,1.31507244,0.355474107
760,0.076,control,0.0001,50,-1.66975227e-09,0,1.66975227e-09,1.67474699e-09,0,0.19125912,0.142800953,8.40010299,8.33333333,0.801235936,0.00207655968,0.000650568455,-0.159999998,-0.16,-1.66975228e-09,1.66975228e-09,3.33950455e-09,16.6693739,6.71931868,0,0,0,0,0,0.169185892,0.00668158701,-0,30,21,-3.17321396e-06,0.000803775171,0.000143155465,-1,0.0001,21,1.315646,0.355587448,1.315646,0.355587448
780,0.078,control,0.0001,50,-1.67086792e-09,0,1.67086792e-09,1.67585989e-09,0,0.191292266,0.142809943,8.40012255,8.33333333,0.80147056,0.00207656386,0.000650545538,-0.159999998,-0.16,-1.67086794e-09,1.67086794e-09,3.34173586e-09,16.6685733,6.71934293,0,0,0,0,0,0.169185918,0.00668161742,-0,30,21,-3.1847022e-06,0.000803659488,0.000143178685,-1,0.0001,21,1.31564297,0.355584542,1.31564297,0.355584542
800,0.08,control,0.0001,50,-1.68153136e-09,0,1.68153136e-09,1.68650112e-09,0,0.191412509,0.142790396,8.40012392,8.33333333,0.801487081,0.0020765811,0.0006505978,-0.159999998,-0.16,-1.68153144e-09,1.68153144e-09,3.3630628e-09,16.6718341,6.71932505,0,0,0,0,0,0.169185925,0.00668159743,-0,30,21,-3.07317636e-06,0.000803774491,0.000143320669,-1,0.0001,21,1.31507244,0.355474109,1.31507244,0.355474109
820,0.082,control,0.0001,50,-1.66975227e-09,0,1.66975227e-09,1.67474699e-09,0,0.19125912,0.142800953,8.40010299,8.33333333,0.801235936,0.00207655983,0.00065056853,-0.159999998,-0.16,-1.66975228e-09,1.66975228e-09,3.33950455e-09,16.6693739,6.71931867,0,0,0,0,0,0.169185892,0.00668158716,-0,30,21,-3.17321396e-06,0.000803775172,0.000143155465,-1,0.0001,21,1.315646,0.355587449,1.315646,0.355587449
840,0.084,control,0.0001,50,-1.67086792e-09,0,1.67086792e-09,1.67585989e-09,0,0.191292266,0.142809943,8.40012255,8.33333333,0.80147056,0.00207656401,0.000650545613,-0.159999998,-0.16,-1.67086794e-09,1.67086794e-09,3.34173587e-09,16.6685733,6.71934292,0,0,0,0,0,0.169185918,0.00668161757,-0,30,21,-3.1847022e-06,0.000803659488,0.000143178685,-1,0.0001,21,1.31564298,0.355584543,1.31564298,0.355584543
860,0.086,control,0.0001,50,-1.68153136e-09,0,1.68153136e-09,1.68650113e-09,0,0.191412509,0.142790396,8.40012392,8.33333333,0.801487081,0.00207658125,0.000650597875,-0.159999998,-0.16,-1.68153144e-09,1.68153144e-09,3.3630628e-09,16.6718341,6.71932504,0,0,0,0,0,0.169185925,0.00668159758,-0,30,21,-3.07317636e-06,0.000803774491,0.000143320669,-1,0.0001,21,1.31507244,0.35547411,1.31507244,0.35547411
880,0.088,control,0.0001,50,-1.66975227e-09,0,1.66975227e-09,1.674747e-09,0,0.19125912,0.142800953,8.40010299,8.33333333,0.801235936,0.00207655998,0.000650568605,-0.159999998,-0.16,-1.66975228e-09,1.66975228e-09,3.33950455e-09,16.6693739,6.71931867,0,0,0,0,0,0.169185892,0.00668158731,-0,30,21,-3.17321396e-06,0.000803775171,0.000143155465,-1,0.0001,21,1.31564601,0.35558745,1.31564601,0.35558745
900,0.09,control,0.0001,50,-1.67086793e-09,0,1.67086793e-09,1.6758599e-09,0,0.191292266,0.142809942,8.40012255,8.33333333,0.801470561,0.00207656416,0.000650545688,-0.159999998,-0.16,-1.67086794e-09,1.67086794e-09,3.34173587e-09,16.6685733,6.71934292,0,0,0,0,0,0.169185918,0.00668161772,-0,30,21,-3.18470219e-06,0.000803659488,0.000143178685,-1,0.0001,21,1.31564298,0.355584544,1.31564298,0.355584544
920,0.092,control,0.0001,50,-1.68153136e-09,0,1.68153136e-09,1.68650113e-09,0,0.191412509,0.142790396,8.40012392,8.33333333,0.801487081,0.0020765814,0.00065059795,-0.159999998,-0.16,-1.68153144e-09,1.68153144e-09,3.36306281e-09,16.6718341,6.71932504,0,0,0,0,0,0.169185925,0.00668159773,-0,30,21,-3.07317635e-06,0.000803774491,0.000143320669,-1,0.0001,21,1.31507245,0.355474111,1.31507245,0.355474111
940,0.094,control,0.0001,50,-1.66975227e-09,0,1.66975227e-09,1.674747e-09,0,0.19125912,0.142800953,8.40010299,8.33333333,0.801235936,0.00207656013,0.00065056868,-0.159999998,-0.16,-1.66975228e-09,1.66975228e-09,3.33950455e-09,16.6693739,6.71931866,0,0,0,0,0,0.169185892,0.00668158746,-0,30,21,-3.17321394e-06,0.000803775172,0.000143155465,-1,0.0001,21,1.31564601,0.355587451,1.31564601,0.355587451
960,0.096,control,0.0001,50,-1.67086793e-09,0,1.67086793e-09,1.6758599e-09,0,0.191292266,0.142809942,8.40012255,8.33333333,0.801470561,0.00207656431,0.000650545763,-0.159999998,-0.16,-1.67086794e-09,1.67086794e-09,3.34173587e-09,16.6685733,6.71934291,0,0,0,0,0,0.169185918,0.00668161787,-0,30,21,-3.18470218e-06,0.000803659488,0.000143178685,-1,0.0001,21,1.31564298,0.355584546,1.31564298,0.355584546
980,0.098,control,0.0001,50,-1.68153137e-09,0,1.68153137e-09,1.68650113e-09,0,0.191412509,0.142790396,8.40012392,8.33333333,0.801487081,0.00207658155,0.000650598025,-0.159999998,-0.16,-1.68153147e-09,1.68153147e-09,3.36306284e-09,16.6718341,6.71932503,0,0,0,0,0,0.169185925,0.00668159788,-0,30,21,-3.07317634e-06,0.000803774491,0.000143320669,-1,0.0001,21,1.31507245,0.355474112,1.31507245,0.355474112
1000,0.1,control,0.0001,50,-1.66975228e-09,0,1.66975228e-09,1.674747e-09,0,0.19125912,0.142800953,8.40010299,8.33333333,0.801235936,0.00207656028,0.000650568756,-0.159999998,-0.16,-1.66975228e-09,1.66975228e-09,3.33950456e-09,16.6693739,6.71931866,0,0,0,0,0,0.169185892,0.00668158761,-0,30,21,-3.17321395e-06,0.000803775171,0.000143155465,-1,0.0001,21,1.31564601,0.355587452,1.31564601,0.355587452
1020,0.102,control,0.0001,50,2.04629093e-09,0,-2.04629093e-09,2.04828247e-09,0,0.191209995,0.141815523,8.39724639,8.33333333,0.766956657,0.0020611067,0.00064329531,-0.159700002,-0.1597,2.05419062e-09,0.000299997946,0.0002999959,16.6823193,6.70959846,0,0,0,0,0,0.169466519,0.00673800042,-0,30,21,-3.26591829e-06,0.000828638695,0.000142748572,-1,0.0001,21,1.36025213,0.385325961,1.36025213,0.385325961
1040,0.104,control,0.0001,50,2.02697649e-09,0,-2.02697649e-09,2.02853371e-09,0,0.191272809,0.140157372,8.39726154,8.33333333,0.767138458,0.00202467978,0.000628326981,-0.158700002,-0.1587,2.03488448e-09,0.00129999797,0.00129999594,16.6983806,6.67381974,0,0,0,0,0,0.17040779,0.00700961371,-0,30,20,-3.09689718e-06,0.000828884883,0.000144863231,-1,0.0001,20,1.35151728,0.377130305,1.35151728,0.377130305
1060,0.106,control,0.0001,50,1.99521718e-09,0,-1.99521718e-09,1.9965453e-09,0,0.190299547,0.139024663,8.39734952,8.33333333,0.768194219,0.0019991113,0.000617781207,-0.157700002,-0.1577,2.00312406e-09,0.002299998,0.002299996,16.6811492,6.62656823,0,0,0,0,0,0.171344643,0.00731545302,-0,30,20,-1.34998394e-06,0.000828568464,0.000149377224,-1,0.0001,20,1.3358837,0.368120635,1.3358837,0.368120635
1080,0.108,control,0.0001,50,8.20935937e-10,0,-8.20935937e-10,8.24768844e-10,0,0.190238952,0.137855965,8.39712466,8.33333333,0.765495862,0.00197323728,0.000607134856,-0.156700001,-0.1567,8.28843105e-10,0.00329999917,0.00329999835,16.6892967,6.57286025,0,0,0,0,0,0.172272868,0.0076455348,-0,30,20,-9.980243e-07,0.000792680268,0.000150488503,-1,0.0001,20,1.30801549,0.354889828,1.30801549,0.354889828
1100,0.11,control,0.0001,50,1.90205874e-09,0,-1.90205874e-09,1.90313847e-09,0,0.190374241,0.136736022,8.3967986,8.33333333,0.761583224,0.00194875994,0.00059709571,-0.155700002,-0.1557,1.90995988e-09,0.00429999809,0.00429999619,16.695128,6.5195555,0,0,0,0,0,0.173190445,0.00800397015,-0,30,20,-3.71973794e-06,0.000727121995,0.000150229258,-1,0.0001,20,1.28610369,0.346294779,1.28610369,0.346294779
1120,0.112,control,0.0001,50,7.4342083e-10,0,-7.4342083e-10,7.46735871e-10,0,0.189389229,0.135617528,8.39654816,8.33333333,0.758577952,0.00192422725,0.000587095135,-0.154700001,-0.1547,7.51322282e-10,0.00529999925,0.00529999851,16.6789725,6.46884924,0,0,0,0,0,0.174098654,0.00839227156,-0,30,20,-1.51468621e-06,0.000687053706,0.000153540455,-1,0.0001,20,1.26343527,0.335700218,1.26343527,0.335700218
1140,0.114,control,0.0001,50,6.75056915e-10,0,-6.75056915e-10,6.78239337e-10,0,0.189636396,0.134638299,8.39684387,8.33333333,0.76212646,0.00190147397,0.00057784037,-0.153700001,-0.1537,6.82955387e-10,0.00629999932,0.00629999864,16.6108118,6.41738716,1.55577035,1.55577035,15.1108963,16.6666667,9.33462211,0.175004761,0.0088072782,-0,30,20,-1.57224922e-06,0.000696737942,0.000156291452,-1,0.0001,19,1.24805548,0.326956438,1.24805548,0.326956438
1160,0.116,control,0.0001,50,7.00573068e-10,0,-7.00573068e-10,7.02832841e-10,0,0.189605702,0.133440528,8.39683433,8.33333333,0.762011935,0.00187563787,0.000567402614,-0.152700001,-0.1527,7.08468451e-10,0.00729999929,0.00729999859,16.6265179,6.35363892,1.27485259,1.27485259,15.3918141,16.6666667,7.64911553,0.175897734,0.00925120713,-0,30,20,-1.76340313e-06,0.000737917671,0.000155592813,-1,0.0001,20,1.23401487,0.320569302,1.23401487,0.320569302
